,guest_size,total_interactions,message_length,total_reviews,lead_time,days_of_stay,reply_t,accepted,rt_Entire_home/apt,rt_Private room,rt_Shared room,contact_me,past_booker
641,1.0,5,16.0,0.0,178,62,661.6333333333333,0,1,0,0,1,0
643,4.0,5,581.0,0.0,252,3,1071.1333333333334,0,1,0,0,1,0
647,2.0,9,0.0,36.0,170,4,439.58333333333326,1,0,1,0,0,0
649,1.0,3,0.0,5.0,12,30,76.91666666666667,1,1,0,0,0,1
651,4.0,7,796.0,1.0,208,16,212.66666666666663,0,1,0,0,1,0
652,3.0,46,120.0,5.0,0,4,180.4333333333333,1,1,0,0,1,0
653,4.0,4,87.0,0.0,76,18,927.6,0,0,1,0,1,0
654,4.0,2,60.0,7.0,212,2,14140.116666666667,0,1,0,0,1,0
658,6.0,3,136.0,4.0,204,8,3.0166666666666666,1,1,0,0,1,1
659,4.0,4,122.0,1.0,30,5,504.11666666666673,0,1,0,0,1,0
661,1.0,2,71.0,14.0,21,5,802.4333333333333,0,1,0,0,1,0
663,4.0,3,391.0,40.0,57,6,86.38333333333334,1,1,0,0,1,0
665,1.0,8,162.0,74.0,28,46,15.183333333333335,0,0,1,0,1,1
667,3.0,4,78.0,0.0,150,16,19.133333333333333,0,0,1,0,1,1
670,3.0,4,146.0,0.0,209,5,134.3,0,1,0,0,0,0
673,1.0,5,248.0,2.0,13,5,34.4,1,0,1,0,1,0
677,2.0,3,87.0,0.0,23,8,282.78333333333336,0,1,0,0,1,0
679,8.0,2,219.0,0.0,153,4,2143.100000000001,0,1,0,0,0,1
680,6.0,40,170.0,4.0,144,8,383.23333333333335,1,1,0,0,0,1
681,2.0,18,226.0,0.0,75,9,619.4333333333333,1,1,0,0,0,1
685,2.0,8,108.0,2.0,91,7,107.86666666666666,1,1,0,0,1,1
686,1.0,4,163.0,1.0,14,4,8.783333333333333,0,0,1,0,1,0
687,1.0,3,15.0,41.0,95,8,49.3,0,0,1,0,0,1
688,6.0,7,736.0,4.0,262,8,1353.3666666666666,0,1,0,0,0,0
689,3.0,35,228.0,0.0,74,5,4.2,1,1,0,0,1,0
690,1.0,4,110.0,27.0,23,58,11.35,0,1,0,0,1,1
691,1.0,16,0.0,0.0,15,3,894.0,0,1,0,0,0,0
692,2.0,4,268.0,12.0,24,1,395.76666666666665,0,0,1,0,1,0
693,1.0,4,337.0,3.0,8,1,637.3833333333333,0,1,0,0,1,0
694,1.0,2,802.0,9.0,217,6,1592.083333333333,0,1,0,0,1,1
696,2.0,2,121.0,0.0,33,7,815.1666666666665,0,1,0,0,0,0
697,2.0,3,212.0,0.0,88,1,784.6666666666665,0,0,1,0,0,0
699,2.0,4,146.0,2.0,32,9,753.0666666666667,1,1,0,0,1,0
701,1.0,4,77.0,2.0,110,8,978.1,1,0,1,0,1,0
702,5.0,11,47.0,0.0,137,6,299.0833333333333,1,1,0,0,1,0
703,2.0,3,273.0,13.0,166,2,4.016666666666668,0,0,1,0,1,0
704,1.0,2,0.0,21.0,1,30,99.86666666666666,0,0,1,0,0,0
707,2.0,36,44.0,6.0,10,8,897.8166666666667,1,1,0,0,0,1
709,3.0,14,125.0,0.0,61,5,89.88333333333334,0,1,0,0,0,0
710,1.0,3,216.0,42.0,0,3,32.01666666666667,0,1,0,0,0,0
711,1.0,13,190.0,20.0,65,3,9.366666666666667,1,0,1,0,1,0
712,2.0,15,310.0,58.0,53,4,2.6666666666666665,1,1,0,0,1,0
713,1.0,3,608.0,56.0,5,6,591.2666666666668,1,1,0,0,1,0
716,1.0,3,132.0,4.0,187,7,15.716666666666667,1,1,0,0,1,1
717,1.0,4,109.0,0.0,217,2,372.86666666666673,0,1,0,0,1,0
718,3.0,15,64.0,2.0,17,3,4.816666666666666,1,1,0,0,1,0
719,3.0,2,0.0,3.0,87,20,251.58333333333337,0,1,0,0,0,0
723,1.0,2,106.0,46.0,4,2,35.0,0,1,0,0,1,1
726,4.0,14,312.0,5.0,31,7,471.4666666666666,1,1,0,0,0,0
727,3.0,3,168.0,2.0,87,2,1555.6,0,1,0,0,0,0
728,4.0,2,61.0,2.0,7,4,210.55,0,1,0,0,1,1
729,1.0,3,202.0,0.0,1,12,434.6833333333333,0,0,1,0,0,1
730,1.0,6,114.0,22.0,71,3,93.2,0,1,0,0,1,0
731,4.0,177,0.0,13.0,21,5,0.2,1,1,0,0,0,1
734,4.0,2,103.0,0.0,0,1,0.0,0,1,0,0,0,1
737,3.0,15,163.0,69.0,28,2,86.3,1,1,0,0,0,0
741,4.0,8,362.0,5.0,53,28,394.08333333333326,0,1,0,0,1,1
743,2.0,3,8.0,11.0,0,3,366.9666666666666,0,0,1,0,0,1
744,2.0,2,213.0,0.0,19,8,456.23333333333335,0,1,0,0,1,0
745,4.0,2,279.0,0.0,99,11,47.55,0,1,0,0,1,0
746,2.0,3,47.0,17.0,20,4,4.55,1,0,1,0,1,1
748,2.0,5,259.0,0.0,169,6,28873.68333333333,0,0,1,0,0,1
749,2.0,2,72.0,1.0,203,5,353.2,0,1,0,0,1,1
751,1.0,3,185.0,1.0,1,2,933.4666666666667,0,1,0,0,1,1
753,1.0,3,815.0,0.0,101,18,56.56666666666667,0,1,0,0,1,0
755,2.0,3,47.0,0.0,5,2,999.6,0,1,0,0,0,1
756,4.0,4,63.0,13.0,2,3,33.550000000000004,0,1,0,0,1,0
757,4.0,6,676.0,0.0,58,9,38.15,0,1,0,0,0,0
760,2.0,3,475.0,26.0,246,8,202.2,1,0,1,0,1,0
761,3.0,5,49.0,1.0,240,6,39.05,1,1,0,0,1,0
764,2.0,11,367.0,108.0,6,2,191.78333333333333,1,0,1,0,0,1
767,2.0,6,90.0,0.0,74,10,2.7333333333333334,0,1,0,0,0,0
770,4.0,4,239.0,1.0,23,7,2.183333333333333,1,1,0,0,1,0
771,4.0,5,113.0,1.0,27,5,1129.4333333333334,0,1,0,0,0,0
772,4.0,2,337.0,0.0,7,5,433.05,0,1,0,0,0,1
773,5.0,3,26.0,0.0,76,14,194.01666666666668,0,1,0,0,0,1
774,2.0,6,201.0,0.0,40,6,951.1833333333333,0,1,0,0,1,1
776,5.0,3,198.0,3.0,119,8,1383.8833333333334,0,1,0,0,0,0
777,2.0,3,512.0,11.0,17,3,172.2,0,1,0,0,1,0
778,6.0,2,332.0,1.0,92,6,7150.15,0,1,0,0,1,0
781,3.0,40,512.0,1.0,189,9,163.21666666666667,0,1,0,0,0,0
782,5.0,3,316.0,0.0,61,11,737.2,1,1,0,0,1,0
783,2.0,3,84.0,0.0,82,3,32.56666666666667,0,1,0,0,0,1
784,2.0,3,79.0,3.0,37,4,1155.0833333333333,0,1,0,0,1,0
788,6.0,16,563.0,6.0,0,1,1.7,0,1,0,0,1,1
790,1.0,8,161.0,0.0,0,3,8.083333333333334,1,0,0,1,0,1
791,1.0,3,288.0,0.0,193,7,658.2833333333333,0,1,0,0,1,0
792,3.0,6,174.0,0.0,83,30,5.966666666666668,0,1,0,0,0,1
794,2.0,3,61.0,1.0,12,161,22.43333333333333,0,1,0,0,0,0
795,1.0,2,117.0,4.0,29,3,2071.100000000001,0,0,1,0,1,0
797,4.0,5,76.0,37.0,21,4,219.8,1,1,0,0,1,1
799,2.0,15,205.0,6.0,33,6,6134.466666666666,1,0,1,0,1,0
801,6.0,5,61.0,0.0,92,3,126.48333333333336,1,1,0,0,1,0
802,2.0,28,109.0,0.0,76,2,794.9333333333333,1,0,1,0,0,0
803,3.0,2,0.0,0.0,59,3,132.05,0,1,0,0,0,1
806,2.0,2,301.0,8.0,31,3,48.85,0,0,1,0,1,1
807,1.0,2,342.0,0.0,191,1,4.2,0,1,0,0,1,0
812,3.0,4,202.0,2.0,214,15,2277.766666666667,1,1,0,0,1,0
815,2.0,6,163.0,1.0,54,3,31.41666666666667,0,0,1,0,1,0
818,2.0,7,278.0,3.0,214,10,746.3166666666667,0,1,0,0,0,0
819,5.0,3,93.0,0.0,30,5,1268.3166666666666,0,1,0,0,1,1
820,2.0,5,442.0,2.0,132,6,6.4833333333333325,0,0,1,0,1,0
825,1.0,3,97.0,0.0,0,14,931.0,1,0,1,0,1,1
826,5.0,3,383.0,1.0,174,4,607.9833333333332,0,1,0,0,0,1
831,4.0,10,209.0,27.0,44,2,11.7,1,1,0,0,1,1
837,2.0,4,438.0,0.0,182,62,774.55,0,1,0,0,1,0
838,1.0,9,65.0,5.0,4,1,59.43333333333333,1,0,1,0,0,1
839,15.0,4,256.0,0.0,240,5,21.45,0,1,0,0,1,0
840,1.0,5,357.0,0.0,5,1,6239.733333333334,0,1,0,0,1,0
841,6.0,2,189.0,0.0,31,32,101.6,0,1,0,0,1,0
843,1.0,2,56.0,0.0,2,4,1431.783333333333,0,0,1,0,1,1
845,3.0,3,326.0,24.0,51,7,59.41666666666666,0,1,0,0,1,0
847,1.0,3,106.0,12.0,17,2,8.200000000000001,1,1,0,0,1,0
848,3.0,6,66.0,0.0,90,11,1.1666666666666667,0,1,0,0,0,0
851,3.0,18,186.0,6.0,24,4,14.15,1,1,0,0,1,0
852,2.0,7,44.0,12.0,42,2,78.55,0,1,0,0,0,0
854,2.0,4,50.0,0.0,47,30,3.283333333333333,0,1,0,0,1,1
855,2.0,9,154.0,10.0,20,9,128.20000000000002,1,1,0,0,0,0
857,4.0,4,104.0,4.0,21,3,811.8833333333333,0,1,0,0,1,0
858,1.0,7,286.0,1.0,10,24,14.716666666666667,0,1,0,0,1,1
860,6.0,7,119.0,0.0,20,5,115.18333333333334,1,1,0,0,1,0
863,2.0,11,300.0,97.0,60,3,8.283333333333335,1,0,1,0,1,0
864,2.0,2,157.0,1.0,4,6,1168.7,0,0,0,1,0,0
865,2.0,4,156.0,1.0,107,2,56.61666666666667,0,0,1,0,1,0
867,6.0,5,220.0,0.0,56,22,577.45,1,1,0,0,1,0
869,2.0,2,174.0,0.0,198,5,110.85,0,1,0,0,1,0
870,1.0,4,508.0,0.0,195,9,6.2333333333333325,0,1,0,0,1,0
873,1.0,3,268.0,18.0,55,3,422.98333333333335,0,1,0,0,1,1
874,2.0,4,200.0,0.0,4,5,2067.816666666667,0,1,0,0,1,0
875,2.0,3,18.0,1.0,18,4,215.5,0,0,1,0,1,0
878,4.0,30,333.0,16.0,27,5,847.3333333333335,1,1,0,0,1,0
879,2.0,5,18.0,0.0,25,5,109.7,1,0,1,0,1,1
880,10.0,2,174.0,0.0,42,4,5940.8,0,1,0,0,1,0
883,2.0,5,204.0,46.0,6,4,169.88333333333333,1,1,0,0,0,0
885,1.0,3,22.0,2.0,4,16,1061.9166666666667,0,1,0,0,1,0
886,3.0,40,50.0,0.0,93,2,406.36666666666673,1,1,0,0,1,0
888,2.0,2,254.0,6.0,211,8,55.31666666666667,0,1,0,0,1,0
890,2.0,3,0.0,0.0,72,6,2.3833333333333333,0,1,0,0,0,0
891,2.0,5,51.0,16.0,50,15,241.65,1,1,0,0,1,1
892,4.0,29,506.0,0.0,25,32,51.18333333333333,1,1,0,0,1,0
893,3.0,3,529.0,4.0,91,4,121.95000000000002,1,1,0,0,1,0
894,2.0,2,0.0,3.0,4,4,729.9333333333333,0,0,0,1,0,0
895,3.0,5,113.0,14.0,185,10,40.35,0,1,0,0,0,1
897,1.0,2,211.0,6.0,113,3,1079.1833333333334,0,1,0,0,1,0
898,5.0,2,60.0,0.0,14,5,1374.3666666666666,0,1,0,0,1,1
900,4.0,4,205.0,0.0,1,2,420.56666666666666,0,1,0,0,1,1
906,2.0,30,410.0,28.0,7,3,289.1,1,1,0,0,0,0
907,4.0,6,261.0,6.0,26,8,69.56666666666666,1,1,0,0,1,0
908,2.0,5,442.0,139.0,51,6,1.0166666666666668,1,0,1,0,0,1
909,2.0,5,533.0,24.0,21,3,8.350000000000001,1,1,0,0,1,1
910,2.0,3,134.0,0.0,63,4,1069.7833333333335,0,0,1,0,1,0
911,1.0,9,51.0,1.0,18,10,6.5166666666666675,0,1,0,0,1,0
912,2.0,13,0.0,0.0,52,13,3.9666666666666672,0,0,1,0,0,0
914,4.0,2,185.0,0.0,121,2,1.8833333333333333,0,1,0,0,1,1
917,1.0,8,8.0,4.0,90,4,7.183333333333334,1,1,0,0,0,0
921,6.0,3,279.0,2.0,203,7,165.23333333333332,0,1,0,0,1,0
922,3.0,5,202.0,1.0,83,3,762.5166666666668,0,1,0,0,0,0
924,3.0,4,312.0,2.0,23,5,105.0,0,1,0,0,0,0
925,1.0,2,264.0,10.0,52,3,506.91666666666674,0,1,0,0,1,1
926,4.0,18,65.0,0.0,136,6,114.76666666666668,1,1,0,0,1,0
927,2.0,3,114.0,0.0,13,4,824.7166666666667,0,1,0,0,1,0
928,4.0,19,228.0,31.0,98,10,29.28333333333333,1,1,0,0,0,1
929,6.0,12,267.0,3.0,268,4,880.2,0,1,0,0,1,0
930,5.0,3,71.0,1.0,209,7,398.86666666666673,1,1,0,0,1,0
931,1.0,2,402.0,21.0,19,7,385.6,0,0,1,0,1,0
933,2.0,3,404.0,44.0,0,3,104.4,0,0,1,0,1,1
935,1.0,19,288.0,16.0,0,1,22.53333333333333,1,0,1,0,0,1
936,6.0,7,257.0,1.0,44,2,41.7,1,1,0,0,1,0
937,2.0,11,451.0,1.0,106,14,69.48333333333333,1,1,0,0,0,0
938,2.0,9,330.0,24.0,37,2,35.0,1,0,1,0,0,0
940,3.0,6,277.0,0.0,163,10,1488.25,1,1,0,0,1,0
941,2.0,5,84.0,0.0,28,5,311.01666666666665,0,1,0,0,0,1
944,1.0,5,109.0,0.0,107,10,30.53333333333334,0,1,0,0,1,0
946,4.0,2,0.0,0.0,159,4,5.2,0,1,0,0,0,0
947,3.0,14,0.0,25.0,119,2,1017.35,0,1,0,0,0,0
949,3.0,4,204.0,10.0,202,7,28.8,0,1,0,0,0,0
950,4.0,17,247.0,0.0,115,5,1009.6333333333334,1,1,0,0,0,1
951,3.0,3,266.0,0.0,24,5,3.45,0,1,0,0,1,0
952,1.0,5,361.0,0.0,7,2,676.5333333333333,1,1,0,0,1,0
953,2.0,3,112.0,10.0,80,3,11.333333333333336,0,1,0,0,1,0
954,5.0,9,317.0,57.0,93,3,447.11666666666673,0,1,0,0,1,0
959,1.0,9,154.0,67.0,22,62,5.683333333333334,0,1,0,0,1,0
961,4.0,3,147.0,9.0,33,14,13.8,0,1,0,0,1,0
962,4.0,2,118.0,4.0,1,3,100.41666666666669,0,1,0,0,1,1
964,2.0,2,142.0,0.0,177,3,88.6,0,1,0,0,0,1
965,1.0,4,286.0,0.0,89,2,1070.5833333333335,0,0,1,0,1,1
967,2.0,4,35.0,0.0,7,3,667.7,0,1,0,0,1,0
968,3.0,17,122.0,0.0,68,11,19.983333333333334,1,1,0,0,1,0
970,4.0,6,155.0,8.0,64,13,61.16666666666667,0,1,0,0,1,0
973,4.0,13,271.0,58.0,57,4,7.383333333333334,1,1,0,0,1,0
974,10.0,2,213.0,0.0,83,6,605.45,0,1,0,0,1,0
976,10.0,6,71.0,0.0,118,3,144.58333333333334,1,1,0,0,1,0
978,4.0,2,274.0,0.0,192,11,984.8666666666667,0,1,0,0,1,0
980,3.0,8,280.0,58.0,35,5,89.18333333333334,1,1,0,0,0,1
981,4.0,11,0.0,94.0,2,3,32.15000000000001,1,1,0,0,0,0
982,1.0,18,469.0,0.0,178,3,70.56666666666666,0,0,1,0,0,0
983,5.0,3,94.0,3.0,38,3,29.13333333333333,0,1,0,0,1,1
985,12.0,2,153.0,4.0,151,40,2376.55,0,1,0,0,1,0
986,1.0,5,1113.0,4.0,6,28,143.58333333333334,0,0,1,0,0,1
987,2.0,4,231.0,1.0,35,4,434.36666666666673,0,1,0,0,0,1
988,2.0,2,35.0,27.0,17,5,135.65,0,1,0,0,1,0
989,1.0,2,161.0,2.0,88,6,96.28333333333332,0,0,0,1,1,0
990,4.0,2,141.0,0.0,81,10,1186.85,0,1,0,0,1,0
992,3.0,25,593.0,9.0,0,11,12.133333333333333,1,1,0,0,1,0
993,8.0,5,388.0,0.0,60,30,713.15,1,1,0,0,1,0
994,5.0,3,0.0,58.0,301,9,39.28333333333333,0,1,0,0,0,0
999,4.0,8,120.0,4.0,16,3,6.216666666666668,1,1,0,0,1,0
1001,1.0,12,193.0,0.0,19,1,6.583333333333332,1,0,1,0,1,0
1003,2.0,2,61.0,2.0,25,5,125.75,0,1,0,0,1,0
1004,4.0,2,776.0,3.0,205,21,1643.05,0,1,0,0,1,0
1007,4.0,3,104.0,1.0,20,5,3.6666666666666665,0,1,0,0,1,0
1008,1.0,2,95.0,1.0,28,1,45.83333333333334,0,0,1,0,1,0
1010,6.0,8,152.0,5.0,51,7,19.416666666666668,0,1,0,0,1,1
1012,2.0,32,56.0,13.0,7,6,12.25,1,1,0,0,0,0
1014,4.0,2,255.0,0.0,196,14,46.73333333333333,0,1,0,0,1,0
1019,8.0,4,286.0,1.0,38,16,1463.216666666667,1,1,0,0,1,0
1020,1.0,2,56.0,0.0,21,5,53.83333333333334,0,1,0,0,1,0
1022,4.0,2,219.0,0.0,68,10,2013.2333333333333,0,1,0,0,1,0
1023,2.0,2,0.0,0.0,208,3,710.4166666666665,0,0,1,0,0,0
1027,2.0,2,81.0,2.0,203,5,250.08333333333337,0,1,0,0,1,1
1028,2.0,4,391.0,0.0,25,4,4.483333333333333,0,1,0,0,1,0
1033,1.0,4,190.0,0.0,172,12,12205.333333333336,0,1,0,0,1,1
1034,4.0,3,277.0,0.0,16,7,1177.4166666666667,0,1,0,0,1,1
1035,3.0,6,204.0,0.0,105,17,9.233333333333333,0,1,0,0,0,0
1037,2.0,56,248.0,61.0,121,4,98.0,1,1,0,0,1,1
1041,2.0,5,437.0,0.0,87,5,18.85,0,1,0,0,0,1
1042,2.0,5,0.0,0.0,133,2,1478.466666666667,0,1,0,0,0,0
1044,1.0,5,359.0,10.0,106,15,941.7333333333332,0,0,1,0,0,1
1046,1.0,11,202.0,10.0,3,3,771.0166666666668,1,0,1,0,0,1
1049,2.0,2,123.0,0.0,198,5,791.75,0,0,1,0,0,1
1050,2.0,3,479.0,45.0,84,8,560.7333333333332,1,1,0,0,1,1
1053,6.0,8,311.0,0.0,27,8,397.86666666666673,0,1,0,0,1,0
1054,4.0,5,362.0,77.0,183,13,160.5,0,1,0,0,1,0
1058,7.0,4,210.0,0.0,185,3,89.33333333333331,0,1,0,0,1,1
1059,2.0,4,353.0,11.0,131,9,106.03333333333332,1,0,1,0,1,1
1060,4.0,3,0.0,16.0,187,7,243.95,0,1,0,0,0,0
1061,3.0,3,251.0,1.0,71,2,857.2166666666667,0,1,0,0,1,0
1062,2.0,15,0.0,9.0,16,4,25.466666666666665,0,1,0,0,0,0
1066,1.0,2,87.0,1.0,24,30,2141.016666666667,0,1,0,0,1,0
1067,1.0,3,397.0,7.0,175,7,81.9,0,1,0,0,1,0
1068,4.0,10,243.0,6.0,1,2,685.3166666666667,1,1,0,0,0,0
1069,5.0,4,0.0,1.0,192,5,846.3666666666667,0,1,0,0,0,1
1071,1.0,2,265.0,28.0,6,5,4.266666666666667,0,1,0,0,1,0
1075,4.0,2,86.0,0.0,197,5,1056.0666666666666,0,1,0,0,1,0
1076,2.0,3,330.0,9.0,44,25,431.08333333333326,1,1,0,0,1,0
1077,4.0,4,145.0,4.0,131,8,89.98333333333332,1,1,0,0,1,0
1079,3.0,4,677.0,0.0,133,12,246.96666666666667,1,1,0,0,1,1
1086,4.0,8,145.0,0.0,56,9,49.9,0,1,0,0,0,0
1087,3.0,3,412.0,0.0,147,5,1254.0166666666667,0,1,0,0,1,0
1088,4.0,13,152.0,11.0,75,10,14.116666666666667,1,1,0,0,1,0
1090,2.0,2,790.0,0.0,195,9,3695.55,0,1,0,0,1,0
1091,1.0,8,109.0,0.0,130,1,47.96666666666667,1,0,0,1,0,1
1093,6.0,6,8.0,1.0,29,4,27664.25,0,1,0,0,0,0
1096,3.0,2,259.0,0.0,75,13,1165.1666666666667,0,1,0,0,1,1
1098,2.0,2,58.0,0.0,86,7,357.41666666666674,0,0,1,0,1,0
1100,1.0,2,1221.0,0.0,38,3,1095.3,0,0,1,0,1,0
1101,2.0,3,316.0,2.0,207,7,97.88333333333334,0,1,0,0,1,1
1104,2.0,3,255.0,3.0,40,4,1264.3666666666666,1,1,0,0,1,0
1105,3.0,13,60.0,0.0,43,5,63.16666666666667,1,1,0,0,0,1
1109,2.0,23,4.0,0.0,132,3,101.78333333333332,1,0,1,0,0,0
1111,3.0,4,209.0,1.0,153,7,1193.1,0,1,0,0,0,0
1115,3.0,3,247.0,0.0,199,2,355.46666666666664,0,1,0,0,1,0
1116,1.0,5,534.0,16.0,168,9,367.11666666666673,0,1,0,0,0,1
1121,2.0,2,307.0,3.0,68,5,608.9833333333332,0,1,0,0,1,0
1123,6.0,3,89.0,3.0,68,8,128.5666666666667,0,1,0,0,0,0
1124,5.0,13,293.0,2.0,70,25,4.816666666666666,1,1,0,0,1,0
1125,4.0,5,77.0,1.0,26,4,1009.6166666666667,0,1,0,0,0,1
1127,2.0,3,250.0,84.0,44,4,7.05,1,1,0,0,1,0
1130,2.0,12,0.0,55.0,137,2,7.433333333333334,1,1,0,0,0,1
1133,5.0,4,0.0,0.0,107,11,0.016666666666666666,0,1,0,0,0,0
1135,3.0,8,338.0,7.0,44,2,706.1833333333333,0,1,0,0,1,0
1137,1.0,39,132.0,1.0,13,14,3507.733333333333,0,0,1,0,1,0
1139,5.0,7,44.0,0.0,60,5,4.783333333333333,0,1,0,0,0,0
1140,2.0,2,235.0,0.0,95,7,959.8166666666667,0,1,0,0,1,0
1143,1.0,3,391.0,0.0,23,31,20.516666666666666,1,0,1,0,1,1
1146,4.0,15,58.0,11.0,22,5,91.25,0,1,0,0,1,0
1147,1.0,6,204.0,1.0,37,18,8.6,1,0,1,0,1,0
1148,5.0,3,132.0,0.0,11,1,386.25,0,1,0,0,1,0
1149,10.0,2,45.0,100.0,106,6,1696.4,0,1,0,0,1,0
1151,2.0,35,0.0,5.0,178,7,1101.4833333333333,0,1,0,0,0,1
1153,2.0,2,59.0,0.0,162,2,1059.5500000000004,0,1,0,0,1,0
1156,3.0,4,150.0,0.0,29,4,35.03333333333333,0,1,0,0,1,0
1157,1.0,34,262.0,58.0,50,6,955.0833333333335,1,1,0,0,0,0
1159,6.0,4,360.0,30.0,32,9,1240.8166666666666,1,1,0,0,1,0
1160,2.0,27,166.0,88.0,103,6,88.33333333333331,1,0,1,0,0,1
1161,2.0,4,184.0,0.0,1,6,1414.466666666667,0,1,0,0,0,1
1163,2.0,2,142.0,2.0,205,2,1546.5,0,1,0,0,1,0
1164,1.0,3,225.0,1.0,0,5,200.51666666666668,0,1,0,0,1,1
1165,4.0,73,75.0,0.0,12,7,2041.9333333333334,1,1,0,0,1,0
1166,4.0,24,0.0,5.0,213,3,9.6,1,1,0,0,0,0
1167,2.0,6,252.0,4.0,4,1,10.766666666666667,1,0,1,0,0,1
1169,1.0,4,46.0,7.0,1,2,665.3833333333333,0,0,1,0,0,0
1171,5.0,10,146.0,0.0,66,11,4.5,1,1,0,0,0,0
1177,1.0,2,181.0,1.0,23,5,21290.533333333333,0,1,0,0,1,0
1178,4.0,5,417.0,0.0,189,13,10.816666666666665,0,1,0,0,1,1
1179,1.0,4,0.0,17.0,199,2,13.35,0,1,0,0,0,0
1181,2.0,3,263.0,4.0,6,3,375.83333333333326,0,0,1,0,0,0
1185,2.0,5,238.0,29.0,240,6,276.9,0,1,0,0,0,1
1186,1.0,10,197.0,29.0,0,4,13.45,1,1,0,0,0,1
1188,4.0,4,279.0,0.0,72,9,135.28333333333336,1,1,0,0,1,0
1189,4.0,3,308.0,2.0,163,4,2189.866666666667,1,1,0,0,1,1
1190,4.0,7,170.0,7.0,208,3,2.283333333333333,1,1,0,0,1,0
1191,1.0,12,605.0,1.0,28,4,6.116666666666666,0,0,1,0,1,0
1192,4.0,4,456.0,8.0,216,6,771.0166666666668,0,1,0,0,1,0
1194,6.0,2,327.0,0.0,214,3,1037.4333333333334,0,1,0,0,1,0
1195,6.0,10,411.0,1.0,72,23,32.53333333333334,1,1,0,0,1,0
1197,1.0,4,125.0,109.0,25,3,1.5,1,0,1,0,1,1
1198,1.0,7,300.0,1.0,44,3,1322.0833333333333,0,0,1,0,1,0
1199,3.0,16,176.0,13.0,3,4,5.283333333333333,1,1,0,0,1,1
1203,3.0,2,397.0,0.0,38,8,13.7,0,1,0,0,0,1
1205,3.0,2,273.0,0.0,112,6,8025.133333333334,0,1,0,0,1,0
1206,7.0,3,101.0,0.0,60,2,12.183333333333335,1,1,0,0,1,0
1209,1.0,2,911.0,2.0,204,21,1448.5666666666666,0,0,1,0,1,0
1210,1.0,28,97.0,0.0,44,20,624.8833333333333,1,0,0,1,1,1
1211,1.0,3,260.0,3.0,3,3,1365.35,0,1,0,0,0,1
1214,10.0,3,141.0,6.0,8,2,313.6,1,1,0,0,1,0
1215,1.0,5,204.0,3.0,30,7,39.85,0,1,0,0,0,1
1216,1.0,4,242.0,0.0,79,19,332.55,1,0,1,0,1,0
1217,2.0,4,138.0,0.0,179,11,61.20000000000001,0,1,0,0,0,0
1219,2.0,6,68.0,0.0,20,4,21.65,0,0,1,0,1,0
1226,4.0,34,37.0,0.0,36,9,2.35,1,1,0,0,0,0
1227,2.0,6,0.0,3.0,175,5,2806.266666666667,0,1,0,0,0,0
1228,2.0,3,70.0,1.0,31,5,3.066666666666667,0,1,0,0,1,1
1230,5.0,4,127.0,9.0,209,2,0.0,1,1,0,0,1,0
1231,2.0,3,283.0,14.0,70,4,478.35,1,1,0,0,1,1
1232,4.0,8,168.0,0.0,65,10,14.4,1,1,0,0,1,1
1237,5.0,3,345.0,0.0,15,3,2268.55,0,1,0,0,0,1
1238,4.0,3,173.0,0.0,15,5,3451.816666666666,0,1,0,0,1,0
1241,10.0,14,478.0,34.0,42,2,51.3,1,1,0,0,0,1
1242,2.0,11,80.0,0.0,72,1,65.68333333333334,1,1,0,0,0,1
1244,4.0,3,280.0,1.0,13,2,0.9166666666666666,0,1,0,0,1,1
1245,10.0,2,163.0,3.0,198,10,0.36666666666666653,0,1,0,0,1,0
1248,1.0,25,363.0,34.0,43,4,616.0666666666667,1,1,0,0,1,0
1249,2.0,4,91.0,16.0,1,2,3.4,1,1,0,0,0,1
1258,2.0,3,187.0,0.0,169,8,1507.6833333333334,0,1,0,0,1,1
1259,6.0,2,131.0,0.0,131,17,2829.9,0,1,0,0,1,1
1260,2.0,2,90.0,12.0,0,6,563.3333333333334,0,0,1,0,0,1
1261,1.0,3,75.0,27.0,82,5,107.75,0,1,0,0,1,0
1262,3.0,2,279.0,0.0,25,1,2947.1,0,1,0,0,1,1
1263,4.0,3,295.0,0.0,97,5,2457.3166666666666,0,1,0,0,1,0
1267,3.0,14,222.0,15.0,12,7,10.1,1,0,1,0,1,0
1270,1.0,3,109.0,0.0,51,21,1191.9666666666667,1,1,0,0,1,0
1271,5.0,3,235.0,16.0,28,7,698.2,1,1,0,0,1,0
1272,2.0,3,133.0,0.0,74,5,43.65,0,0,1,0,1,0
1275,5.0,15,779.0,26.0,285,11,270.1666666666667,1,1,0,0,1,0
1277,5.0,3,591.0,0.0,107,7,642.4166666666666,0,1,0,0,1,0
1278,6.0,3,58.0,1.0,209,12,231.2,0,1,0,0,1,0
1282,8.0,2,112.0,0.0,26,5,542.4000000000002,0,1,0,0,1,0
1284,1.0,7,117.0,0.0,52,3,1266.6166666666666,0,0,0,1,0,0
1285,1.0,14,1478.0,49.0,18,6,34.43333333333333,0,0,1,0,1,1
1286,3.0,19,0.0,19.0,7,5,264.26666666666665,0,1,0,0,0,1
1287,2.0,3,264.0,0.0,45,1,1.1,0,1,0,0,1,0
1289,2.0,14,332.0,4.0,24,3,32.86666666666667,1,1,0,0,0,1
