,guest_size,total_interactions,message_length,total_reviews,lead_time,days_of_stay,accept_t,booked,past_booker
461,2.0,6,44.0,0.0,91,32,1.5333333333333334,0,0
462,1.0,7,731.0,2.0,10,28,0.21666666666666667,0,1
463,4.0,8,172.0,1.0,25,1,14.333333333333336,0,1
464,2.0,3,83.0,13.0,45,8,0.0,0,1
465,1.0,6,291.0,71.0,5,7,0.0,0,0
466,8.0,3,160.0,21.0,211,2,0.0,0,0
467,4.0,4,135.0,0.0,42,21,0.0,0,1
468,2.0,3,303.0,0.0,5,9,0.0,0,0
469,6.0,10,273.0,0.0,56,26,1.1,0,1
470,2.0,30,246.0,28.0,79,4,0.0,1,0
471,3.0,8,118.0,1.0,53,4,1680.7666666666669,0,0
472,2.0,7,130.0,0.0,108,25,0.0,0,1
473,5.0,5,120.0,134.0,223,8,0.0,0,0
474,2.0,13,259.0,18.0,1,2,0.31666666666666665,1,1
475,3.0,3,176.0,114.0,31,3,0.0,0,0
476,2.0,8,82.0,56.0,262,5,0.0,0,1
477,4.0,7,243.0,41.0,18,4,0.2833333333333333,0,0
478,4.0,4,243.0,4.0,24,8,29.566666666666666,0,0
479,2.0,2,215.0,22.0,29,3,0.0,0,0
480,2.0,15,415.0,58.0,2,7,1150.7166666666667,1,0
481,4.0,27,124.0,0.0,58,2,663.1,0,0
482,2.0,3,182.0,0.0,191,7,0.0,0,0
483,2.0,8,235.0,0.0,6,41,3149.616666666667,0,0
484,1.0,3,38.0,19.0,49,3,0.2333333333333333,0,0
485,5.0,5,196.0,0.0,54,6,0.0,0,0
486,3.0,14,190.0,0.0,69,5,835.9,0,0
487,3.0,25,262.0,1.0,166,7,0.0,1,0
488,3.0,17,614.0,42.0,136,6,0.0,1,0
489,2.0,8,259.0,22.0,14,8,0.0,0,1
490,1.0,3,152.0,0.0,178,11,0.0,0,0
491,3.0,9,64.0,1.0,52,14,99.45,1,1
492,1.0,10,50.0,10.0,25,4,94.93333333333334,0,0
493,2.0,36,139.0,0.0,186,6,0.05,1,1
494,2.0,4,277.0,17.0,9,4,0.0,0,0
495,1.0,5,727.0,3.0,10,99,840.45,0,0
496,1.0,5,82.0,38.0,25,5,0.0,0,0
497,1.0,5,85.0,1.0,21,28,15.2,0,0
498,2.0,6,132.0,1.0,83,5,2.85,0,0
499,1.0,11,63.0,0.0,2,2,0.11666666666666667,0,0
500,4.0,8,77.0,6.0,87,4,0.0,0,0
501,3.0,8,169.0,0.0,63,2,0.0,0,1
502,2.0,3,401.0,1.0,52,13,0.0,0,0
503,5.0,107,117.0,0.0,91,6,0.0,0,0
504,1.0,13,258.0,5.0,126,30,0.0,0,1
505,1.0,3,17.0,15.0,2,17,0.0,0,0
506,4.0,8,451.0,56.0,81,7,1.2666666666666666,0,0
507,4.0,3,155.0,32.0,63,16,23.766666666666666,0,0
508,4.0,6,125.0,0.0,65,5,1.0166666666666668,0,0
509,3.0,21,198.0,0.0,193,2,1.6333333333333333,1,0
510,1.0,3,62.0,7.0,48,25,0.0,0,0
511,4.0,29,393.0,14.0,88,8,33.65000000000001,1,0
512,2.0,4,252.0,24.0,41,3,0.55,0,0
513,8.0,6,366.0,10.0,238,7,5.766666666666668,0,0
514,2.0,3,167.0,0.0,115,4,0.9333333333333332,0,0
515,5.0,4,132.0,10.0,76,10,2.7,0,1
516,1.0,3,277.0,4.0,73,2,2999.883333333333,0,0
517,2.0,2,583.0,1.0,187,1,0.0,0,0
518,3.0,13,100.0,1.0,140,2,180.11666666666667,1,0
519,4.0,11,261.0,0.0,77,8,1454.0666666666666,0,1
520,1.0,10,141.0,0.0,6,10,0.0,0,0
521,1.0,3,159.0,142.0,20,3,0.2333333333333333,0,0
522,3.0,8,57.0,2.0,13,4,6067.65,0,0
523,6.0,8,134.0,0.0,71,2,372.95,0,1
524,3.0,7,718.0,17.0,159,9,0.08333333333333333,0,1
525,2.0,8,152.0,21.0,78,3,0.8833333333333333,0,0
526,2.0,2,234.0,6.0,1,5,0.0,0,1
527,2.0,20,167.0,11.0,66,1,1.3166666666666669,1,1
528,2.0,11,371.0,69.0,31,3,1.7333333333333334,0,0
529,2.0,6,165.0,2.0,6,5,359.8,0,1
530,1.0,5,174.0,0.0,20,2,305.23333333333335,0,1
531,2.0,3,180.0,0.0,75,5,0.2,0,0
532,4.0,10,156.0,24.0,65,4,0.0,0,1
533,4.0,3,256.0,3.0,87,14,39.41666666666666,0,1
534,4.0,6,381.0,3.0,185,6,2119.383333333333,0,0
535,2.0,6,85.0,0.0,56,21,4.183333333333334,0,0
536,2.0,7,169.0,4.0,14,6,0.0,0,0
537,2.0,19,242.0,24.0,198,12,2858.5333333333333,1,1
538,8.0,3,155.0,3.0,6,3,0.0,0,0
539,3.0,8,492.0,36.0,56,5,0.0,0,0
540,1.0,7,63.0,0.0,48,13,0.38333333333333336,0,0
541,3.0,2,266.0,2.0,5,2,0.0,0,0
542,15.0,14,552.0,22.0,17,5,289.5833333333333,0,0
543,2.0,8,237.0,103.0,113,10,0.0,0,1
544,2.0,11,375.0,112.0,69,7,0.0,0,0
545,1.0,4,162.0,0.0,102,8,6189.466666666666,0,0
546,2.0,3,196.0,1.0,64,3,0.06666666666666668,0,0
547,3.0,2,268.0,30.0,11,9,0.0,0,1
548,1.0,2,109.0,27.0,32,5,0.0,0,0
549,2.0,14,60.0,0.0,243,4,15523.85,0,0
550,1.0,3,165.0,36.0,11,10,0.0,0,0
551,1.0,11,313.0,0.0,24,87,0.0,0,1
552,2.0,3,321.0,4.0,2,10,2.3833333333333333,0,1
553,4.0,20,203.0,4.0,6,5,0.0,1,0
554,1.0,3,165.0,118.0,186,15,0.0,0,0
555,3.0,4,62.0,27.0,202,1,0.1,0,0
556,1.0,3,232.0,0.0,191,5,0.0,0,0
557,2.0,3,132.0,26.0,51,2,0.11666666666666667,0,0
558,1.0,3,556.0,10.0,14,8,0.0,0,0
559,3.0,25,450.0,2.0,84,17,0.0,1,1
560,6.0,3,117.0,1.0,125,11,0.0,0,1
561,5.0,4,43.0,0.0,204,11,0.6833333333333333,0,0
562,2.0,21,56.0,9.0,27,3,9555.183333333332,1,1
563,1.0,3,48.0,3.0,1,3,0.0,0,1
564,5.0,6,66.0,0.0,53,9,8.283333333333335,0,0
565,1.0,4,267.0,0.0,96,14,0.55,0,1
566,6.0,2,91.0,0.0,29,4,0.0,0,0
567,4.0,3,173.0,0.0,46,12,843.25,0,0
568,5.0,3,254.0,50.0,226,3,1.05,0,0
569,1.0,11,89.0,0.0,2,7,0.6833333333333333,0,0
570,2.0,10,258.0,0.0,87,7,0.6,0,1
571,6.0,3,149.0,0.0,105,11,34.73333333333333,0,0
572,10.0,8,383.0,4.0,109,9,4.3,0,1
573,2.0,8,346.0,5.0,37,17,2.8833333333333333,0,0
574,1.0,3,103.0,9.0,0,2,0.8166666666666667,0,0
575,1.0,15,519.0,64.0,21,7,0.0,1,0
576,5.0,2,493.0,0.0,201,11,0.0,0,1
577,10.0,3,62.0,1.0,175,10,204969.8,0,0
578,4.0,8,1205.0,0.0,47,9,0.7333333333333333,0,0
579,1.0,16,681.0,0.0,104,17,0.0,1,0
580,3.0,4,332.0,0.0,59,21,0.38333333333333336,0,1
581,4.0,4,106.0,0.0,103,4,0.0,0,0
582,4.0,3,117.0,11.0,79,5,0.16666666666666666,0,1
583,6.0,5,50.0,0.0,7,3,0.05,0,0
584,6.0,9,222.0,45.0,322,10,0.0,0,1
585,1.0,5,344.0,37.0,46,14,0.0,0,0
586,4.0,3,49.0,0.0,39,4,0.0,0,1
587,2.0,14,205.0,2.0,125,4,0.13333333333333333,0,0
588,1.0,4,55.0,1.0,5,7,0.3333333333333333,0,0
589,4.0,4,119.0,0.0,124,1,4913.416666666667,0,0
590,1.0,12,935.0,2.0,15,79,1162.55,0,0
591,1.0,3,545.0,128.0,213,11,0.3333333333333333,0,0
592,4.0,3,437.0,2.0,16,4,0.0,0,1
593,2.0,8,158.0,8.0,10,7,0.03333333333333333,1,0
594,1.0,10,646.0,139.0,4,1,0.15,1,1
595,2.0,6,291.0,0.0,13,4,0.0,0,0
596,1.0,3,341.0,9.0,33,5,0.2,0,0
597,2.0,3,258.0,13.0,32,2,189.76666666666668,0,1
598,1.0,3,193.0,44.0,9,23,0.2,0,1
599,2.0,14,210.0,5.0,55,3,0.0,1,0
600,6.0,9,200.0,139.0,168,4,0.0,0,0
601,4.0,21,614.0,20.0,172,9,0.3,1,0
602,1.0,3,221.0,0.0,154,8,1473.3833333333334,0,0
603,3.0,6,46.0,3.0,37,2,2600.55,0,0
604,5.0,47,21.0,0.0,75,10,0.0,1,1
605,2.0,3,125.0,3.0,87,5,0.1,0,0
606,2.0,14,238.0,2.0,9,4,0.0,1,1
607,1.0,5,97.0,20.0,43,4,726.1833333333333,0,1
608,1.0,8,153.0,1.0,93,2,0.0,1,1
609,2.0,3,332.0,9.0,94,12,0.31666666666666665,0,0
610,6.0,3,366.0,0.0,158,3,0.0,0,1
611,2.0,6,190.0,1.0,38,3,0.0,0,0
612,2.0,3,205.0,0.0,339,30,0.3333333333333333,0,0
613,2.0,4,87.0,1.0,133,2,0.0,0,1
614,2.0,3,165.0,1.0,83,5,0.75,0,0
615,3.0,10,521.0,49.0,34,4,0.3333333333333333,0,1
616,4.0,5,220.0,0.0,62,51,0.0,0,1
617,1.0,23,252.0,1.0,18,11,0.0,1,1
618,3.0,2,204.0,0.0,133,10,0.0,0,0
619,1.0,3,136.0,0.0,87,5,0.0,0,0
620,4.0,3,159.0,1.0,113,10,0.0,0,0
621,2.0,8,431.0,1.0,206,7,2175.766666666667,0,0
622,2.0,4,692.0,5.0,6,5,4.033333333333334,0,0
623,6.0,2,106.0,0.0,12,4,0.0,0,0
624,5.0,35,250.0,0.0,45,2,1.55,1,0
625,8.0,3,386.0,1.0,67,4,0.05,0,1
626,3.0,3,250.0,72.0,10,4,0.06666666666666668,0,0
627,2.0,4,54.0,15.0,16,1,0.0,0,0
628,2.0,6,384.0,1.0,116,4,1.9833333333333336,0,0
629,1.0,10,327.0,39.0,61,8,0.0,0,1
630,6.0,6,170.0,18.0,70,3,0.0,0,0
631,2.0,3,455.0,0.0,78,4,0.2333333333333333,0,0
632,3.0,3,134.0,1.0,146,23,0.9166666666666666,0,1
633,2.0,3,110.0,34.0,2,2,0.0,0,0
634,2.0,2,87.0,9.0,41,3,0.0,0,0
635,3.0,2,262.0,0.0,210,14,0.0,0,1
636,2.0,3,111.0,0.0,1,28,955.15,0,1
637,1.0,3,235.0,67.0,118,5,343.01666666666665,0,0
638,1.0,4,252.0,1.0,5,1,1.1166666666666667,0,1
639,4.0,35,212.0,2.0,39,5,0.2500000000000001,1,0
640,3.0,4,84.0,16.0,9,3,0.2833333333333333,0,0
641,5.0,2,151.0,3.0,156,4,0.0,0,0
642,7.0,16,405.0,29.0,57,12,8.583333333333334,0,0
643,2.0,3,378.0,0.0,109,14,0.0,0,0
644,1.0,4,1090.0,15.0,13,1,0.1,0,0
645,2.0,32,80.0,41.0,36,3,0.11666666666666667,0,1
646,7.0,25,341.0,17.0,98,4,0.0,0,0
647,1.0,6,164.0,8.0,14,1,364.58333333333326,0,0
648,6.0,4,72.0,3.0,210,10,0.5666666666666667,0,0
649,2.0,4,74.0,31.0,182,6,1.8,0,1
650,4.0,2,169.0,0.0,212,7,0.0,0,0
651,2.0,15,173.0,48.0,27,3,0.05,1,0
652,4.0,18,225.0,0.0,153,10,0.1,1,0
653,8.0,22,236.0,12.0,9,3,102.0,1,1
654,1.0,3,58.0,2.0,69,1,0.0,0,0
655,2.0,4,321.0,0.0,84,11,75.45,0,0
656,2.0,6,90.0,46.0,2,3,110.43333333333334,0,0
657,4.0,3,168.0,0.0,209,4,2671.15,0,0
658,4.0,3,487.0,20.0,197,8,0.15,0,0
659,1.0,20,615.0,11.0,68,11,167.48333333333332,0,0
660,4.0,8,277.0,0.0,41,13,0.7,0,1
661,3.0,3,60.0,2.0,203,7,2709.25,0,0
662,2.0,6,109.0,18.0,14,1,0.15,0,1
663,4.0,3,35.0,67.0,1,4,0.2,0,0
664,3.0,23,140.0,12.0,122,3,1330.5166666666667,1,0
665,2.0,3,490.0,13.0,36,9,0.5000000000000001,0,0
666,4.0,3,213.0,0.0,53,2,0.11666666666666667,0,0
667,7.0,4,115.0,5.0,143,5,0.0,0,0
668,1.0,13,178.0,3.0,6,3,0.0,0,0
669,3.0,3,466.0,0.0,91,3,1520.283333333333,0,0
670,2.0,2,218.0,1.0,218,12,0.0,0,0
671,2.0,14,135.0,0.0,125,5,2808.95,0,0
672,5.0,3,151.0,0.0,194,4,0.16666666666666666,0,0
673,5.0,23,88.0,2.0,209,7,0.0,1,0
674,3.0,6,390.0,29.0,288,26,4.050000000000002,0,1
675,4.0,3,202.0,12.0,101,8,1809.1,0,0
676,2.0,17,156.0,15.0,18,11,0.0,1,0
677,2.0,6,195.0,2.0,9,6,0.0,0,0
678,5.0,5,159.0,4.0,1,4,839.05,0,0
679,3.0,5,209.0,29.0,219,5,34.71666666666667,0,1
680,5.0,5,116.0,10.0,43,9,1205.9333333333334,0,1
681,1.0,10,55.0,27.0,1,3,0.0,1,1
682,7.0,7,510.0,3.0,56,8,439.05,0,0
683,2.0,7,384.0,72.0,116,10,0.13333333333333333,0,1
684,4.0,3,93.0,0.0,176,5,0.21666666666666667,0,1
685,2.0,3,114.0,9.0,16,7,4.633333333333334,0,0
686,1.0,8,38.0,17.0,59,1,0.0,0,0
687,1.0,7,328.0,17.0,5,4,0.08333333333333333,1,1
688,4.0,76,185.0,0.0,80,20,6878.516666666666,1,0
689,2.0,9,170.0,10.0,2,2,300.53333333333336,0,0
690,1.0,45,42.0,43.0,15,6,0.0,0,0
691,2.0,3,449.0,0.0,34,5,0.16666666666666666,0,1
692,2.0,4,218.0,12.0,2,2,1.7166666666666666,0,0
693,5.0,5,210.0,1.0,102,10,736.4166666666665,0,0
694,1.0,32,217.0,0.0,144,2,1547.783333333333,1,1
695,1.0,38,158.0,0.0,62,16,0.0,1,0
696,1.0,7,189.0,15.0,11,3,0.1,0,0
697,2.0,30,450.0,39.0,80,5,0.0,1,0
698,2.0,12,389.0,1.0,114,5,1486.5666666666666,1,0
699,2.0,2,89.0,0.0,13,5,0.0,0,1
700,2.0,3,188.0,47.0,39,4,2.6166666666666667,0,1
701,6.0,5,180.0,2.0,51,3,0.3333333333333333,0,0
702,3.0,25,151.0,76.0,3,3,0.0,1,1
703,1.0,5,80.0,0.0,44,19,0.0,0,0
704,2.0,9,192.0,0.0,203,6,0.0,0,0
705,2.0,4,111.0,4.0,31,3,0.0,0,1
706,4.0,3,369.0,1.0,51,1,0.5833333333333334,0,0
707,2.0,6,677.0,7.0,8,3,0.0,0,1
708,1.0,12,81.0,1.0,0,4,68.10000000000001,0,1
709,2.0,4,76.0,32.0,5,4,0.0,0,1
710,2.0,5,157.0,0.0,14,3,0.0,0,0
711,2.0,4,160.0,31.0,20,5,0.08333333333333333,0,1
712,8.0,7,112.0,0.0,29,5,1062.5500000000004,0,0
713,1.0,10,187.0,18.0,1,5,542.1,0,0
714,4.0,5,99.0,1.0,1,2,0.21666666666666667,0,1
715,2.0,6,237.0,10.0,18,8,0.0,0,0
716,1.0,3,160.0,6.0,77,3,0.0,0,1
717,2.0,7,288.0,55.0,18,3,0.0,0,0
718,1.0,10,266.0,2.0,0,3,87.31666666666666,1,1
719,2.0,5,519.0,0.0,51,7,0.0,0,0
720,2.0,4,266.0,32.0,5,2,0.0,0,0
721,2.0,4,131.0,0.0,40,4,0.08333333333333333,0,1
722,4.0,5,127.0,0.0,43,3,0.05,0,1
723,4.0,2,438.0,16.0,5,2,0.0,0,1
724,2.0,7,263.0,13.0,32,10,185.25,0,0
725,2.0,16,84.0,3.0,42,5,0.2,0,0
726,1.0,8,65.0,0.0,30,31,0.06666666666666668,0,0
727,4.0,9,138.0,4.0,0,2,0.0,1,0
728,3.0,3,137.0,7.0,16,4,348.45,0,1
729,1.0,15,99.0,1.0,190,14,0.18333333333333326,0,0
730,1.0,5,910.0,2.0,17,3,0.0,0,0
731,9.0,15,91.0,0.0,144,6,54.73333333333333,0,0
732,1.0,19,555.0,10.0,23,57,1300.25,1,1
733,4.0,4,119.0,82.0,33,11,0.0,0,0
734,5.0,17,64.0,0.0,47,35,376.16666666666674,0,0
735,9.0,18,549.0,38.0,193,3,0.0,1,0
736,1.0,11,98.0,0.0,3,8,0.0,0,0
737,1.0,16,377.0,94.0,13,1,0.08333333333333333,0,0
738,2.0,21,114.0,0.0,168,6,0.06666666666666668,1,0
739,3.0,6,232.0,0.0,73,4,1383.0166666666669,0,0
740,3.0,20,121.0,0.0,80,3,0.0,1,0
741,3.0,42,495.0,0.0,52,2,1301.85,1,0
742,6.0,2,81.0,4.0,195,13,0.0,0,0
743,2.0,9,40.0,45.0,2,4,0.7166666666666667,0,1
744,2.0,4,524.0,3.0,31,2,0.0,0,0
745,6.0,2,205.0,0.0,26,7,0.0,0,1
746,2.0,8,618.0,10.0,202,4,0.15,0,0
747,2.0,4,947.0,0.0,73,6,6168.633333333332,0,0
748,1.0,11,210.0,4.0,21,3,64.51666666666668,1,0
749,4.0,26,133.0,0.0,57,17,0.0,1,1
750,4.0,19,488.0,0.0,122,2,4123.200000000002,1,1
751,3.0,11,75.0,13.0,7,4,1.6,0,0
752,2.0,17,54.0,13.0,8,2,297.95,0,0
753,1.0,4,0.0,0.0,18,1,3974.016666666667,0,1
754,2.0,3,112.0,0.0,73,4,0.11666666666666667,0,0
755,1.0,3,441.0,3.0,187,7,9240.983333333334,0,0
756,4.0,3,106.0,17.0,43,7,0.05,0,1
757,1.0,55,150.0,0.0,210,10,2814.4,1,0
758,10.0,3,259.0,0.0,24,2,0.0,0,0
759,3.0,3,241.0,6.0,82,10,0.0,0,0
760,1.0,9,384.0,0.0,22,30,5.85,0,1
761,2.0,3,187.0,26.0,32,3,0.0,0,0
762,11.0,3,254.0,18.0,64,4,0.016666666666666666,0,0
763,6.0,73,223.0,0.0,83,17,15433.733333333335,1,0
764,1.0,22,146.0,20.0,4,7,0.0,1,0
765,1.0,2,107.0,26.0,5,2,0.0,0,1
766,4.0,4,41.0,4.0,258,5,0.4833333333333334,0,1
767,2.0,5,129.0,0.0,198,4,4331.133333333334,0,0
768,4.0,8,309.0,99.0,40,1,2.783333333333333,0,1
769,4.0,4,108.0,12.0,20,5,12.433333333333335,0,0
770,2.0,3,292.0,45.0,5,8,0.15,0,0
771,4.0,11,230.0,40.0,4,3,8.95,0,1
772,1.0,17,165.0,0.0,6,11,0.0,0,0
773,2.0,3,214.0,0.0,92,1,9813.35,0,0
774,4.0,5,369.0,0.0,15,3,0.2500000000000001,0,1
775,2.0,23,131.0,1.0,45,4,2.1333333333333333,0,0
776,4.0,6,63.0,0.0,179,11,148.1,0,0
777,3.0,10,62.0,0.0,17,11,0.11666666666666667,1,0
778,1.0,4,143.0,17.0,22,3,1839.25,0,0
779,4.0,3,388.0,94.0,139,8,0.05,0,1
780,2.0,3,235.0,17.0,21,10,0.05,0,0
781,4.0,6,33.0,16.0,3,2,0.1,0,0
782,2.0,5,247.0,0.0,219,7,208.86666666666667,0,1
783,1.0,3,106.0,19.0,1,2,0.3666666666666665,0,0
784,2.0,5,412.0,1.0,47,1,0.0,0,0
785,2.0,4,315.0,14.0,2,3,2.083333333333333,0,0
786,2.0,17,200.0,9.0,0,19,3.2666666666666666,0,1
787,2.0,3,109.0,0.0,173,7,0.0,0,1
788,4.0,4,559.0,0.0,24,5,0.21666666666666667,0,0
789,2.0,4,513.0,6.0,205,12,0.016666666666666666,0,0
790,2.0,6,85.0,1.0,88,8,5.466666666666668,0,0
791,4.0,4,214.0,0.0,58,7,0.0,0,0
792,3.0,18,497.0,3.0,39,10,0.31666666666666665,1,1
793,3.0,3,52.0,0.0,1,5,0.16666666666666666,0,1
794,3.0,4,156.0,6.0,16,6,0.0,0,0
795,10.0,2,100.0,1.0,155,2,0.0,0,0
796,4.0,27,193.0,0.0,107,4,13.566666666666665,1,0
797,4.0,9,112.0,43.0,36,3,0.3333333333333333,0,0
798,8.0,5,38.0,3.0,20,3,12.966666666666667,0,0
799,2.0,2,278.0,5.0,197,10,0.0,0,0
800,10.0,3,195.0,0.0,166,7,0.0,0,0
801,4.0,8,353.0,8.0,65,3,1631.8166666666666,0,0
802,1.0,3,160.0,139.0,80,4,0.0,0,1
803,4.0,19,146.0,23.0,223,4,0.8166666666666667,0,0
804,1.0,8,39.0,13.0,7,30,0.0,0,1
805,3.0,3,70.0,25.0,282,6,0.3,0,0
806,4.0,5,7.0,0.0,160,13,0.0,0,0
807,3.0,3,142.0,66.0,214,5,0.08333333333333333,0,0
808,5.0,13,121.0,3.0,10,14,1327.15,1,1
809,1.0,20,390.0,32.0,16,2,0.0,1,1
810,4.0,4,205.0,0.0,176,8,0.16666666666666666,0,0
811,2.0,11,756.0,8.0,2,19,126.23333333333336,0,1
812,1.0,4,377.0,25.0,9,4,0.2,0,1
813,4.0,6,249.0,3.0,69,2,0.2833333333333333,0,0
814,2.0,13,1897.0,0.0,86,9,1.4166666666666667,0,1
815,1.0,12,96.0,29.0,3,4,0.0,0,1
816,2.0,17,233.0,0.0,81,16,0.2,0,0
817,2.0,18,134.0,19.0,97,10,0.11666666666666667,1,1
818,5.0,10,85.0,30.0,15,5,0.05,0,0
819,1.0,7,250.0,8.0,69,4,0.0,0,0
820,2.0,17,309.0,27.0,0,2,25.58333333333333,1,1
821,4.0,5,251.0,0.0,149,7,3.2,0,1
822,2.0,11,126.0,0.0,24,188,1.1,0,0
823,3.0,22,236.0,17.0,199,19,0.0,0,1
824,2.0,2,155.0,84.0,271,4,0.0,0,0
825,4.0,5,69.0,0.0,201,9,0.0,0,0
826,2.0,3,52.0,5.0,4,1,1417.15,0,0
827,1.0,18,289.0,2.0,65,5,34.11666666666667,1,1
828,2.0,3,384.0,4.0,99,21,0.3,0,0
829,2.0,5,349.0,1.0,28,1,2492.65,0,0
830,2.0,10,303.0,37.0,75,1,0.4833333333333334,1,0
831,1.0,3,312.0,0.0,91,20,822.85,0,0
832,2.0,3,181.0,21.0,84,5,0.26666666666666666,0,1
833,2.0,6,195.0,1.0,59,9,202.1,0,0
834,5.0,18,276.0,0.0,210,4,731.7666666666668,1,0
835,3.0,6,0.0,1.0,17,20,0.0,0,0
836,4.0,4,124.0,4.0,145,4,84.85,0,0
837,2.0,3,70.0,36.0,51,4,0.35,0,0
838,2.0,5,338.0,5.0,58,2,0.3666666666666665,0,0
839,2.0,6,136.0,0.0,76,4,11532.083333333336,0,1
840,3.0,3,456.0,10.0,3,10,0.0,0,0
841,2.0,6,26.0,52.0,0,5,0.0,0,0
842,1.0,5,147.0,72.0,36,3,0.21666666666666667,0,1
843,4.0,5,310.0,0.0,23,4,0.0,0,0
844,3.0,6,68.0,5.0,28,5,0.0,0,1
845,1.0,4,105.0,3.0,10,4,3917.800000000001,0,0
846,1.0,8,270.0,43.0,83,2,5.2,0,0
847,7.0,4,166.0,23.0,67,4,0.03333333333333333,0,0
848,8.0,5,176.0,0.0,111,3,0.13333333333333333,0,1
849,3.0,34,406.0,0.0,16,7,3021.4666666666667,1,0
850,4.0,3,0.0,0.0,0,3,0.6833333333333333,0,1
851,3.0,3,320.0,0.0,13,8,0.1,0,1
852,1.0,7,209.0,32.0,54,24,0.13333333333333333,0,1
853,2.0,4,307.0,4.0,8,3,3.716666666666667,0,0
854,2.0,4,323.0,20.0,4,3,0.0,0,0
855,4.0,3,73.0,17.0,15,6,0.05,0,1
856,1.0,4,352.0,0.0,151,23,0.75,0,1
857,2.0,4,170.0,17.0,68,7,0.0,0,0
858,2.0,5,119.0,20.0,10,2,0.2500000000000001,0,0
859,4.0,2,18.0,1.0,19,4,25948.6,0,0
860,1.0,2,351.0,3.0,35,10,0.0,0,0
861,1.0,25,110.0,37.0,2,5,0.016666666666666666,1,1
862,2.0,3,280.0,28.0,38,2,1714.9,0,1
863,2.0,9,219.0,7.0,34,4,2.45,0,0
864,1.0,6,261.0,5.0,1,5,0.08333333333333333,0,0
865,8.0,17,296.0,6.0,1,3,73.53333333333333,1,1
866,4.0,6,130.0,0.0,159,4,0.06666666666666668,0,0
867,1.0,4,167.0,60.0,42,3,311.8666666666667,0,0
868,1.0,5,65.0,3.0,74,4,0.21666666666666667,0,1
869,3.0,15,218.0,23.0,44,7,24.73333333333333,0,1
870,2.0,9,1059.0,5.0,73,8,0.5000000000000001,0,1
871,9.0,6,69.0,0.0,9,5,0.13333333333333333,0,0
872,7.0,3,235.0,0.0,80,6,0.0,0,0
873,5.0,3,40.0,1.0,76,4,1152.3666666666666,0,0
874,4.0,8,237.0,5.0,37,3,0.0,0,0
875,1.0,11,253.0,41.0,57,4,0.4,0,1
876,2.0,3,144.0,12.0,38,2,0.0,0,0
877,1.0,3,67.0,10.0,2,11,3826.766666666667,0,0
878,2.0,3,133.0,22.0,1,3,0.0,0,1
879,3.0,48,532.0,7.0,76,7,17702.533333333333,1,1
880,2.0,5,99.0,0.0,200,12,2133.2833333333333,0,0
881,5.0,3,119.0,0.0,24,4,0.0,0,0
882,2.0,20,58.0,0.0,166,4,0.0,1,0
883,2.0,3,928.0,2.0,12,6,0.08333333333333333,0,0
884,2.0,7,78.0,7.0,8,3,0.0,0,0
885,5.0,4,343.0,67.0,12,6,0.3,0,0
886,2.0,3,331.0,0.0,2,25,939.7333333333332,0,1
887,2.0,3,152.0,116.0,19,7,0.0,0,0
888,2.0,3,83.0,27.0,45,8,0.0,0,1
889,1.0,3,70.0,0.0,0,9,0.016666666666666666,0,0
890,7.0,3,116.0,45.0,28,5,0.55,0,0
891,2.0,18,235.0,10.0,3,10,25.516666666666666,1,1
892,2.0,23,198.0,12.0,195,10,0.3333333333333333,0,0
893,5.0,3,19.0,3.0,204,2,1863.733333333333,0,0
894,3.0,7,136.0,47.0,193,6,0.05,0,1
895,4.0,15,256.0,19.0,142,8,0.016666666666666666,0,1
896,3.0,19,149.0,36.0,9,5,0.0,0,0
897,6.0,4,99.0,20.0,65,3,0.03333333333333333,0,0
898,1.0,4,403.0,0.0,48,15,0.05,0,0
899,4.0,3,74.0,41.0,89,4,0.0,0,0
900,1.0,12,302.0,2.0,101,2,0.0,1,0
901,1.0,15,177.0,12.0,201,10,0.0,1,1
902,1.0,6,92.0,1.0,6,1,1000.2333333333336,0,1
903,4.0,8,76.0,0.0,173,12,27494.95,0,1
904,7.0,3,173.0,2.0,29,5,0.6,0,0
905,6.0,3,158.0,0.0,100,9,0.0,0,0
906,2.0,3,494.0,93.0,28,6,0.3333333333333333,0,0
907,4.0,5,99.0,18.0,195,3,0.11666666666666667,0,0
908,4.0,8,223.0,0.0,121,8,0.0,0,0
909,2.0,7,382.0,0.0,95,2,0.0,0,0
910,5.0,4,136.0,16.0,2,5,0.0,0,0
911,11.0,5,206.0,34.0,42,3,0.0,0,0
912,7.0,6,593.0,11.0,44,7,0.13333333333333333,0,0
913,3.0,14,131.0,0.0,8,5,0.7666666666666667,0,0
914,4.0,5,188.0,0.0,37,4,0.11666666666666667,0,0
915,5.0,5,262.0,1.0,191,3,0.016666666666666666,0,1
916,4.0,3,78.0,12.0,18,3,0.26666666666666666,0,0
917,4.0,5,72.0,10.0,223,8,0.1,0,0
918,2.0,3,539.0,3.0,1,2,0.05,0,0
919,2.0,109,371.0,4.0,5,11,294.73333333333335,1,1
920,1.0,5,255.0,8.0,33,5,0.0,0,0
921,2.0,3,98.0,25.0,0,3,0.0,0,0
922,1.0,10,151.0,1.0,3,3,2.316666666666667,0,1
923,2.0,3,152.0,38.0,39,3,0.11666666666666667,0,0
924,2.0,8,163.0,4.0,117,3,1.0833333333333333,0,0
925,2.0,57,117.0,4.0,12,7,7.583333333333332,1,1
