,guest_size,message_length,total_reviews,lead_time,days_of_stay,replied,rt_Entire_home/apt,rt_Private room,rt_Shared room,contact_me,past_booker,not_replied
696,2.0,121.0,0.0,33,7,1,1,0,0,0,0,0
697,2.0,212.0,0.0,88,1,1,0,1,0,0,0,0
699,2.0,146.0,2.0,32,9,1,1,0,0,1,0,0
701,1.0,77.0,2.0,110,8,1,0,1,0,1,0,0
702,5.0,47.0,0.0,137,6,1,1,0,0,1,0,0
703,2.0,273.0,13.0,166,2,1,0,1,0,1,0,0
704,1.0,0.0,21.0,1,30,1,0,1,0,0,0,0
707,2.0,44.0,6.0,10,8,1,1,0,0,0,1,0
709,3.0,125.0,0.0,61,5,1,1,0,0,0,0,0
710,1.0,216.0,42.0,0,3,1,1,0,0,0,0,0
711,1.0,190.0,20.0,65,3,1,0,1,0,1,0,0
712,2.0,310.0,58.0,53,4,1,1,0,0,1,0,0
713,1.0,608.0,56.0,5,6,1,1,0,0,1,0,0
716,1.0,132.0,4.0,187,7,1,1,0,0,1,1,0
717,1.0,109.0,0.0,217,2,1,1,0,0,1,0,0
718,3.0,64.0,2.0,17,3,1,1,0,0,1,0,0
719,3.0,0.0,3.0,87,20,1,1,0,0,0,0,0
723,1.0,106.0,46.0,4,2,1,1,0,0,1,1,0
726,4.0,312.0,5.0,31,7,1,1,0,0,0,0,0
727,3.0,168.0,2.0,87,2,1,1,0,0,0,0,0
728,4.0,61.0,2.0,7,4,1,1,0,0,1,1,0
729,1.0,202.0,0.0,1,12,1,0,1,0,0,1,0
730,1.0,114.0,22.0,71,3,1,1,0,0,1,0,0
731,4.0,0.0,13.0,21,5,1,1,0,0,0,1,0
734,4.0,103.0,0.0,0,1,1,1,0,0,0,1,0
737,3.0,163.0,69.0,28,2,1,1,0,0,0,0,0
740,8.0,256.0,0.0,302,8,0,1,0,0,1,0,1
741,4.0,362.0,5.0,53,28,1,1,0,0,1,1,0
743,2.0,8.0,11.0,0,3,1,0,1,0,0,1,0
744,2.0,213.0,0.0,19,8,1,1,0,0,1,0,0
745,4.0,279.0,0.0,99,11,1,1,0,0,1,0,0
746,2.0,47.0,17.0,20,4,1,0,1,0,1,1,0
748,2.0,259.0,0.0,169,6,1,0,1,0,0,1,0
749,2.0,72.0,1.0,203,5,1,1,0,0,1,1,0
751,1.0,185.0,1.0,1,2,1,1,0,0,1,1,0
753,1.0,815.0,0.0,101,18,1,1,0,0,1,0,0
755,2.0,47.0,0.0,5,2,1,1,0,0,0,1,0
756,4.0,63.0,13.0,2,3,1,1,0,0,1,0,0
757,4.0,676.0,0.0,58,9,1,1,0,0,0,0,0
758,3.0,254.0,0.0,12,7,0,1,0,0,1,0,1
760,2.0,475.0,26.0,246,8,1,0,1,0,1,0,0
761,3.0,49.0,1.0,240,6,1,1,0,0,1,0,0
762,6.0,265.0,0.0,9,2,0,1,0,0,1,0,1
764,2.0,367.0,108.0,6,2,1,0,1,0,0,1,0
766,5.0,43.0,0.0,55,4,0,1,0,0,0,1,1
767,2.0,90.0,0.0,74,10,1,1,0,0,0,0,0
770,4.0,239.0,1.0,23,7,1,1,0,0,1,0,0
771,4.0,113.0,1.0,27,5,1,1,0,0,0,0,0
772,4.0,337.0,0.0,7,5,1,1,0,0,0,1,0
773,5.0,26.0,0.0,76,14,1,1,0,0,0,1,0
774,2.0,201.0,0.0,40,6,1,1,0,0,1,1,0
776,5.0,198.0,3.0,119,8,1,1,0,0,0,0,0
777,2.0,512.0,11.0,17,3,1,1,0,0,1,0,0
778,6.0,332.0,1.0,92,6,1,1,0,0,1,0,0
779,2.0,327.0,0.0,56,7,0,0,1,0,1,1,1
780,2.0,0.0,0.0,16,5,0,0,1,0,0,0,1
781,3.0,512.0,1.0,189,9,1,1,0,0,0,0,0
782,5.0,316.0,0.0,61,11,1,1,0,0,1,0,0
783,2.0,84.0,0.0,82,3,1,1,0,0,0,1,0
784,2.0,79.0,3.0,37,4,1,1,0,0,1,0,0
788,6.0,563.0,6.0,0,1,1,1,0,0,1,1,0
790,1.0,161.0,0.0,0,3,1,0,0,1,0,1,0
791,1.0,288.0,0.0,193,7,1,1,0,0,1,0,0
792,3.0,174.0,0.0,83,30,1,1,0,0,0,1,0
794,2.0,61.0,1.0,12,161,1,1,0,0,0,0,0
795,1.0,117.0,4.0,29,3,1,0,1,0,1,0,0
797,4.0,76.0,37.0,21,4,1,1,0,0,1,1,0
799,2.0,205.0,6.0,33,6,1,0,1,0,1,0,0
801,6.0,61.0,0.0,92,3,1,1,0,0,1,0,0
802,2.0,109.0,0.0,76,2,1,0,1,0,0,0,0
803,3.0,0.0,0.0,59,3,1,1,0,0,0,1,0
806,2.0,301.0,8.0,31,3,1,0,1,0,1,1,0
807,1.0,342.0,0.0,191,1,1,1,0,0,1,0,0
812,3.0,202.0,2.0,214,15,1,1,0,0,1,0,0
814,2.0,142.0,0.0,45,12,0,1,0,0,1,0,1
815,2.0,163.0,1.0,54,3,1,0,1,0,1,0,0
818,2.0,278.0,3.0,214,10,1,1,0,0,0,0,0
819,5.0,93.0,0.0,30,5,1,1,0,0,1,1,0
820,2.0,442.0,2.0,132,6,1,0,1,0,1,0,0
825,1.0,97.0,0.0,0,14,1,0,1,0,1,1,0
826,5.0,383.0,1.0,174,4,1,1,0,0,0,1,0
827,2.0,395.0,10.0,207,3,0,1,0,0,0,0,1
828,2.0,0.0,0.0,76,3,0,1,0,0,0,1,1
830,4.0,41.0,0.0,101,15,0,1,0,0,1,0,1
831,4.0,209.0,27.0,44,2,1,1,0,0,1,1,0
834,2.0,34.0,0.0,215,10,0,1,0,0,0,1,1
837,2.0,438.0,0.0,182,62,1,1,0,0,1,0,0
838,1.0,65.0,5.0,4,1,1,0,1,0,0,1,0
839,15.0,256.0,0.0,240,5,1,1,0,0,1,0,0
840,1.0,357.0,0.0,5,1,1,1,0,0,1,0,0
841,6.0,189.0,0.0,31,32,1,1,0,0,1,0,0
843,1.0,56.0,0.0,2,4,1,0,1,0,1,1,0
844,2.0,0.0,41.0,8,3,0,1,0,0,0,0,1
845,3.0,326.0,24.0,51,7,1,1,0,0,1,0,0
847,1.0,106.0,12.0,17,2,1,1,0,0,1,0,0
848,3.0,66.0,0.0,90,11,1,1,0,0,0,0,0
851,3.0,186.0,6.0,24,4,1,1,0,0,1,0,0
852,2.0,44.0,12.0,42,2,1,1,0,0,0,0,0
853,1.0,377.0,2.0,11,4,0,1,0,0,1,1,1
854,2.0,50.0,0.0,47,30,1,1,0,0,1,1,0
855,2.0,154.0,10.0,20,9,1,1,0,0,0,0,0
857,4.0,104.0,4.0,21,3,1,1,0,0,1,0,0
858,1.0,286.0,1.0,10,24,1,1,0,0,1,1,0
860,6.0,119.0,0.0,20,5,1,1,0,0,1,0,0
861,1.0,402.0,0.0,63,7,0,1,0,0,1,0,1
863,2.0,300.0,97.0,60,3,1,0,1,0,1,0,0
864,2.0,157.0,1.0,4,6,1,0,0,1,0,0,0
865,2.0,156.0,1.0,107,2,1,0,1,0,1,0,0
867,6.0,220.0,0.0,56,22,1,1,0,0,1,0,0
868,4.0,193.0,0.0,48,8,0,1,0,0,1,0,1
869,2.0,174.0,0.0,198,5,1,1,0,0,1,0,0
870,1.0,508.0,0.0,195,9,1,1,0,0,1,0,0
873,1.0,268.0,18.0,55,3,1,1,0,0,1,1,0
874,2.0,200.0,0.0,4,5,1,1,0,0,1,0,0
875,2.0,18.0,1.0,18,4,1,0,1,0,1,0,0
878,4.0,333.0,16.0,27,5,1,1,0,0,1,0,0
879,2.0,18.0,0.0,25,5,1,0,1,0,1,1,0
880,10.0,174.0,0.0,42,4,1,1,0,0,1,0,0
883,2.0,204.0,46.0,6,4,1,1,0,0,0,0,0
885,1.0,22.0,2.0,4,16,1,1,0,0,1,0,0
886,3.0,50.0,0.0,93,2,1,1,0,0,1,0,0
888,2.0,254.0,6.0,211,8,1,1,0,0,1,0,0
889,1.0,280.0,0.0,183,31,0,0,1,0,1,0,1
890,2.0,0.0,0.0,72,6,1,1,0,0,0,0,0
891,2.0,51.0,16.0,50,15,1,1,0,0,1,1,0
892,4.0,506.0,0.0,25,32,1,1,0,0,1,0,0
893,3.0,529.0,4.0,91,4,1,1,0,0,1,0,0
894,2.0,0.0,3.0,4,4,1,0,0,1,0,0,0
895,3.0,113.0,14.0,185,10,1,1,0,0,0,1,0
897,1.0,211.0,6.0,113,3,1,1,0,0,1,0,0
898,5.0,60.0,0.0,14,5,1,1,0,0,1,1,0
900,4.0,205.0,0.0,1,2,1,1,0,0,1,1,0
903,6.0,265.0,2.0,275,5,0,1,0,0,1,0,1
906,2.0,410.0,28.0,7,3,1,1,0,0,0,0,0
907,4.0,261.0,6.0,26,8,1,1,0,0,1,0,0
908,2.0,442.0,139.0,51,6,1,0,1,0,0,1,0
909,2.0,533.0,24.0,21,3,1,1,0,0,1,1,0
910,2.0,134.0,0.0,63,4,1,0,1,0,1,0,0
911,1.0,51.0,1.0,18,10,1,1,0,0,1,0,0
912,2.0,0.0,0.0,52,13,1,0,1,0,0,0,0
914,4.0,185.0,0.0,121,2,1,1,0,0,1,1,0
917,1.0,8.0,4.0,90,4,1,1,0,0,0,0,0
921,6.0,279.0,2.0,203,7,1,1,0,0,1,0,0
922,3.0,202.0,1.0,83,3,1,1,0,0,0,0,0
924,3.0,312.0,2.0,23,5,1,1,0,0,0,0,0
925,1.0,264.0,10.0,52,3,1,1,0,0,1,1,0
926,4.0,65.0,0.0,136,6,1,1,0,0,1,0,0
927,2.0,114.0,0.0,13,4,1,1,0,0,1,0,0
928,4.0,228.0,31.0,98,10,1,1,0,0,0,1,0
929,6.0,267.0,3.0,268,4,1,1,0,0,1,0,0
930,5.0,71.0,1.0,209,7,1,1,0,0,1,0,0
931,1.0,402.0,21.0,19,7,1,0,1,0,1,0,0
933,2.0,404.0,44.0,0,3,1,0,1,0,1,1,0
935,1.0,288.0,16.0,0,1,1,0,1,0,0,1,0
936,6.0,257.0,1.0,44,2,1,1,0,0,1,0,0
937,2.0,451.0,1.0,106,14,1,1,0,0,0,0,0
938,2.0,330.0,24.0,37,2,1,0,1,0,0,0,0
939,4.0,0.0,0.0,156,2,0,1,0,0,0,0,1
940,3.0,277.0,0.0,163,10,1,1,0,0,1,0,0
941,2.0,84.0,0.0,28,5,1,1,0,0,0,1,0
944,1.0,109.0,0.0,107,10,1,1,0,0,1,0,0
946,4.0,0.0,0.0,159,4,1,1,0,0,0,0,0
947,3.0,0.0,25.0,119,2,1,1,0,0,0,0,0
949,3.0,204.0,10.0,202,7,1,1,0,0,0,0,0
950,4.0,247.0,0.0,115,5,1,1,0,0,0,1,0
951,3.0,266.0,0.0,24,5,1,1,0,0,1,0,0
952,1.0,361.0,0.0,7,2,1,1,0,0,1,0,0
953,2.0,112.0,10.0,80,3,1,1,0,0,1,0,0
954,5.0,317.0,57.0,93,3,1,1,0,0,1,0,0
959,1.0,154.0,67.0,22,62,1,1,0,0,1,0,0
961,4.0,147.0,9.0,33,14,1,1,0,0,1,0,0
962,4.0,118.0,4.0,1,3,1,1,0,0,1,1,0
964,2.0,142.0,0.0,177,3,1,1,0,0,0,1,0
965,1.0,286.0,0.0,89,2,1,0,1,0,1,1,0
967,2.0,35.0,0.0,7,3,1,1,0,0,1,0,0
968,3.0,122.0,0.0,68,11,1,1,0,0,1,0,0
970,4.0,155.0,8.0,64,13,1,1,0,0,1,0,0
973,4.0,271.0,58.0,57,4,1,1,0,0,1,0,0
974,10.0,213.0,0.0,83,6,1,1,0,0,1,0,0
976,10.0,71.0,0.0,118,3,1,1,0,0,1,0,0
978,4.0,274.0,0.0,192,11,1,1,0,0,1,0,0
979,1.0,219.0,0.0,110,29,0,1,0,0,0,1,1
980,3.0,280.0,58.0,35,5,1,1,0,0,0,1,0
981,4.0,0.0,94.0,2,3,1,1,0,0,0,0,0
982,1.0,469.0,0.0,178,3,1,0,1,0,0,0,0
983,5.0,94.0,3.0,38,3,1,1,0,0,1,1,0
985,12.0,153.0,4.0,151,40,1,1,0,0,1,0,0
986,1.0,1113.0,4.0,6,28,1,0,1,0,0,1,0
987,2.0,231.0,1.0,35,4,1,1,0,0,0,1,0
988,2.0,35.0,27.0,17,5,1,1,0,0,1,0,0
989,1.0,161.0,2.0,88,6,1,0,0,1,1,0,0
990,4.0,141.0,0.0,81,10,1,1,0,0,1,0,0
992,3.0,593.0,9.0,0,11,1,1,0,0,1,0,0
993,8.0,388.0,0.0,60,30,1,1,0,0,1,0,0
994,5.0,0.0,58.0,301,9,1,1,0,0,0,0,0
998,2.0,68.0,0.0,42,3,0,1,0,0,0,1,1
999,4.0,120.0,4.0,16,3,1,1,0,0,1,0,0
1001,1.0,193.0,0.0,19,1,1,0,1,0,1,0,0
1003,2.0,61.0,2.0,25,5,1,1,0,0,1,0,0
1004,4.0,776.0,3.0,205,21,1,1,0,0,1,0,0
1007,4.0,104.0,1.0,20,5,1,1,0,0,1,0,0
1008,1.0,95.0,1.0,28,1,1,0,1,0,1,0,0
1010,6.0,152.0,5.0,51,7,1,1,0,0,1,1,0
1012,2.0,56.0,13.0,7,6,1,1,0,0,0,0,0
1014,4.0,255.0,0.0,196,14,1,1,0,0,1,0,0
1015,1.0,198.0,0.0,22,4,0,1,0,0,1,0,1
1017,2.0,38.0,1.0,1,1,0,0,1,0,1,1,1
1018,2.0,124.0,1.0,204,3,0,1,0,0,1,0,1
1019,8.0,286.0,1.0,38,16,1,1,0,0,1,0,0
1020,1.0,56.0,0.0,21,5,1,1,0,0,1,0,0
1021,2.0,0.0,0.0,138,3,0,1,0,0,0,0,1
1022,4.0,219.0,0.0,68,10,1,1,0,0,1,0,0
1023,2.0,0.0,0.0,208,3,1,0,1,0,0,0,0
1027,2.0,81.0,2.0,203,5,1,1,0,0,1,1,0
1028,2.0,391.0,0.0,25,4,1,1,0,0,1,0,0
1033,1.0,190.0,0.0,172,12,1,1,0,0,1,1,0
1034,4.0,277.0,0.0,16,7,1,1,0,0,1,1,0
1035,3.0,204.0,0.0,105,17,1,1,0,0,0,0,0
1037,2.0,248.0,61.0,121,4,1,1,0,0,1,1,0
1041,2.0,437.0,0.0,87,5,1,1,0,0,0,1,0
1042,2.0,0.0,0.0,133,2,1,1,0,0,0,0,0
1043,1.0,425.0,0.0,6,13,0,0,1,0,1,1,1
1044,1.0,359.0,10.0,106,15,1,0,1,0,0,1,0
1046,1.0,202.0,10.0,3,3,1,0,1,0,0,1,0
1049,2.0,123.0,0.0,198,5,1,0,1,0,0,1,0
1050,2.0,479.0,45.0,84,8,1,1,0,0,1,1,0
1053,6.0,311.0,0.0,27,8,1,1,0,0,1,0,0
1054,4.0,362.0,77.0,183,13,1,1,0,0,1,0,0
1056,1.0,64.0,0.0,198,4,0,0,1,0,1,1,1
1058,7.0,210.0,0.0,185,3,1,1,0,0,1,1,0
1059,2.0,353.0,11.0,131,9,1,0,1,0,1,1,0
1060,4.0,0.0,16.0,187,7,1,1,0,0,0,0,0
1061,3.0,251.0,1.0,71,2,1,1,0,0,1,0,0
1062,2.0,0.0,9.0,16,4,1,1,0,0,0,0,0
1064,6.0,247.0,9.0,141,7,0,1,0,0,1,1,1
1066,1.0,87.0,1.0,24,30,1,1,0,0,1,0,0
1067,1.0,397.0,7.0,175,7,1,1,0,0,1,0,0
1068,4.0,243.0,6.0,1,2,1,1,0,0,0,0,0
1069,5.0,0.0,1.0,192,5,1,1,0,0,0,1,0
1070,2.0,0.0,0.0,16,4,0,0,0,1,0,0,1
1071,1.0,265.0,28.0,6,5,1,1,0,0,1,0,0
1075,4.0,86.0,0.0,197,5,1,1,0,0,1,0,0
1076,2.0,330.0,9.0,44,25,1,1,0,0,1,0,0
1077,4.0,145.0,4.0,131,8,1,1,0,0,1,0,0
1079,3.0,677.0,0.0,133,12,1,1,0,0,1,1,0
1080,2.0,80.0,0.0,129,19,0,0,1,0,1,0,1
1086,4.0,145.0,0.0,56,9,1,1,0,0,0,0,0
1087,3.0,412.0,0.0,147,5,1,1,0,0,1,0,0
1088,4.0,152.0,11.0,75,10,1,1,0,0,1,0,0
1090,2.0,790.0,0.0,195,9,1,1,0,0,1,0,0
1091,1.0,109.0,0.0,130,1,1,0,0,1,0,1,0
1092,6.0,0.0,76.0,41,4,0,1,0,0,0,0,1
1093,6.0,8.0,1.0,29,4,1,1,0,0,0,0,0
1096,3.0,259.0,0.0,75,13,1,1,0,0,1,1,0
1098,2.0,58.0,0.0,86,7,1,0,1,0,1,0,0
1100,1.0,1221.0,0.0,38,3,1,0,1,0,1,0,0
1101,2.0,316.0,2.0,207,7,1,1,0,0,1,1,0
1104,2.0,255.0,3.0,40,4,1,1,0,0,1,0,0
1105,3.0,60.0,0.0,43,5,1,1,0,0,0,1,0
1109,2.0,4.0,0.0,132,3,1,0,1,0,0,0,0
1111,3.0,209.0,1.0,153,7,1,1,0,0,0,0,0
1115,3.0,247.0,0.0,199,2,1,1,0,0,1,0,0
1116,1.0,534.0,16.0,168,9,1,1,0,0,0,1,0
1121,2.0,307.0,3.0,68,5,1,1,0,0,1,0,0
1123,6.0,89.0,3.0,68,8,1,1,0,0,0,0,0
1124,5.0,293.0,2.0,70,25,1,1,0,0,1,0,0
1125,4.0,77.0,1.0,26,4,1,1,0,0,0,1,0
1126,1.0,672.0,0.0,159,15,0,1,0,0,1,1,1
1127,2.0,250.0,84.0,44,4,1,1,0,0,1,0,0
1130,2.0,0.0,55.0,137,2,1,1,0,0,0,1,0
1133,5.0,0.0,0.0,107,11,1,1,0,0,0,0,0
1135,3.0,338.0,7.0,44,2,1,1,0,0,1,0,0
1137,1.0,132.0,1.0,13,14,1,0,1,0,1,0,0
1139,5.0,44.0,0.0,60,5,1,1,0,0,0,0,0
1140,2.0,235.0,0.0,95,7,1,1,0,0,1,0,0
1143,1.0,391.0,0.0,23,31,1,0,1,0,1,1,0
1146,4.0,58.0,11.0,22,5,1,1,0,0,1,0,0
1147,1.0,204.0,1.0,37,18,1,0,1,0,1,0,0
1148,5.0,132.0,0.0,11,1,1,1,0,0,1,0,0
1149,10.0,45.0,100.0,106,6,1,1,0,0,1,0,0
1151,2.0,0.0,5.0,178,7,1,1,0,0,0,1,0
1152,1.0,55.0,0.0,213,3,0,0,1,0,0,0,1
1153,2.0,59.0,0.0,162,2,1,1,0,0,1,0,0
1155,1.0,287.0,0.0,133,7,0,0,1,0,1,0,1
1156,3.0,150.0,0.0,29,4,1,1,0,0,1,0,0
1157,1.0,262.0,58.0,50,6,1,1,0,0,0,0,0
1159,6.0,360.0,30.0,32,9,1,1,0,0,1,0,0
1160,2.0,166.0,88.0,103,6,1,0,1,0,0,1,0
1161,2.0,184.0,0.0,1,6,1,1,0,0,0,1,0
1162,2.0,567.0,0.0,16,7,0,0,1,0,1,1,1
1163,2.0,142.0,2.0,205,2,1,1,0,0,1,0,0
1164,1.0,225.0,1.0,0,5,1,1,0,0,1,1,0
1165,4.0,75.0,0.0,12,7,1,1,0,0,1,0,0
1166,4.0,0.0,5.0,213,3,1,1,0,0,0,0,0
1167,2.0,252.0,4.0,4,1,1,0,1,0,0,1,0
1169,1.0,46.0,7.0,1,2,1,0,1,0,0,0,0
1171,5.0,146.0,0.0,66,11,1,1,0,0,0,0,0
1175,2.0,154.0,2.0,62,9,0,1,0,0,1,0,1
1177,1.0,181.0,1.0,23,5,1,1,0,0,1,0,0
1178,4.0,417.0,0.0,189,13,1,1,0,0,1,1,0
1179,1.0,0.0,17.0,199,2,1,1,0,0,0,0,0
1181,2.0,263.0,4.0,6,3,1,0,1,0,0,0,0
1185,2.0,238.0,29.0,240,6,1,1,0,0,0,1,0
1186,1.0,197.0,29.0,0,4,1,1,0,0,0,1,0
1188,4.0,279.0,0.0,72,9,1,1,0,0,1,0,0
1189,4.0,308.0,2.0,163,4,1,1,0,0,1,1,0
1190,4.0,170.0,7.0,208,3,1,1,0,0,1,0,0
1191,1.0,605.0,1.0,28,4,1,0,1,0,1,0,0
1192,4.0,456.0,8.0,216,6,1,1,0,0,1,0,0
1194,6.0,327.0,0.0,214,3,1,1,0,0,1,0,0
1195,6.0,411.0,1.0,72,23,1,1,0,0,1,0,0
1196,1.0,0.0,38.0,167,4,0,1,0,0,0,1,1
1197,1.0,125.0,109.0,25,3,1,0,1,0,1,1,0
1198,1.0,300.0,1.0,44,3,1,0,1,0,1,0,0
1199,3.0,176.0,13.0,3,4,1,1,0,0,1,1,0
1203,3.0,397.0,0.0,38,8,1,1,0,0,0,1,0
1205,3.0,273.0,0.0,112,6,1,1,0,0,1,0,0
1206,7.0,101.0,0.0,60,2,1,1,0,0,1,0,0
1209,1.0,911.0,2.0,204,21,1,0,1,0,1,0,0
1210,1.0,97.0,0.0,44,20,1,0,0,1,1,1,0
1211,1.0,260.0,3.0,3,3,1,1,0,0,0,1,0
1214,10.0,141.0,6.0,8,2,1,1,0,0,1,0,0
1215,1.0,204.0,3.0,30,7,1,1,0,0,0,1,0
1216,1.0,242.0,0.0,79,19,1,0,1,0,1,0,0
1217,2.0,138.0,0.0,179,11,1,1,0,0,0,0,0
1218,3.0,119.0,0.0,39,1,0,1,0,0,1,0,1
1219,2.0,68.0,0.0,20,4,1,0,1,0,1,0,0
1223,2.0,0.0,2.0,109,14,0,1,0,0,0,0,1
1224,3.0,183.0,0.0,11,3,0,1,0,0,0,0,1
1226,4.0,37.0,0.0,36,9,1,1,0,0,0,0,0
1227,2.0,0.0,3.0,175,5,1,1,0,0,0,0,0
1228,2.0,70.0,1.0,31,5,1,1,0,0,1,1,0
1230,5.0,127.0,9.0,209,2,1,1,0,0,1,0,0
1231,2.0,283.0,14.0,70,4,1,1,0,0,1,1,0
1232,4.0,168.0,0.0,65,10,1,1,0,0,1,1,0
1236,5.0,60.0,1.0,24,10,0,1,0,0,1,0,1
1237,5.0,345.0,0.0,15,3,1,1,0,0,0,1,0
1238,4.0,173.0,0.0,15,5,1,1,0,0,1,0,0
1240,2.0,420.0,0.0,204,3,0,1,0,0,1,0,1
1241,10.0,478.0,34.0,42,2,1,1,0,0,0,1,0
1242,2.0,80.0,0.0,72,1,1,1,0,0,0,1,0
1244,4.0,280.0,1.0,13,2,1,1,0,0,1,1,0
1245,10.0,163.0,3.0,198,10,1,1,0,0,1,0,0
1247,8.0,297.0,0.0,12,5,0,1,0,0,1,0,1
1248,1.0,363.0,34.0,43,4,1,1,0,0,1,0,0
1249,2.0,91.0,16.0,1,2,1,1,0,0,0,1,0
1258,2.0,187.0,0.0,169,8,1,1,0,0,1,1,0
1259,6.0,131.0,0.0,131,17,1,1,0,0,1,1,0
1260,2.0,90.0,12.0,0,6,1,0,1,0,0,1,0
1261,1.0,75.0,27.0,82,5,1,1,0,0,1,0,0
1262,3.0,279.0,0.0,25,1,1,1,0,0,1,1,0
1263,4.0,295.0,0.0,97,5,1,1,0,0,1,0,0
1267,3.0,222.0,15.0,12,7,1,0,1,0,1,0,0
1270,1.0,109.0,0.0,51,21,1,1,0,0,1,0,0
1271,5.0,235.0,16.0,28,7,1,1,0,0,1,0,0
1272,2.0,133.0,0.0,74,5,1,0,1,0,1,0,0
1275,5.0,779.0,26.0,285,11,1,1,0,0,1,0,0
1277,5.0,591.0,0.0,107,7,1,1,0,0,1,0,0
1278,6.0,58.0,1.0,209,12,1,1,0,0,1,0,0
1282,8.0,112.0,0.0,26,5,1,1,0,0,1,0,0
1284,1.0,117.0,0.0,52,3,1,0,0,1,0,0,0
1285,1.0,1478.0,49.0,18,6,1,0,1,0,1,1,0
1286,3.0,0.0,19.0,7,5,1,1,0,0,0,1,0
1287,2.0,264.0,0.0,45,1,1,1,0,0,1,0,0
1289,2.0,332.0,4.0,24,3,1,1,0,0,0,1,0
1290,3.0,244.0,0.0,125,5,1,1,0,0,1,0,0
1291,3.0,246.0,0.0,63,4,1,1,0,0,1,1,0
1295,6.0,464.0,2.0,146,2,1,1,0,0,1,0,0
1299,5.0,272.0,5.0,162,3,1,1,0,0,1,0,0
1300,6.0,0.0,6.0,3,4,1,1,0,0,0,0,0
1302,5.0,136.0,0.0,69,1,0,1,0,0,0,0,1
1303,2.0,0.0,28.0,9,2,1,1,0,0,0,0,0
1304,3.0,28.0,0.0,7,4,1,1,0,0,1,0,0
1305,5.0,154.0,139.0,223,8,1,1,0,0,1,0,0
1307,2.0,133.0,47.0,3,22,1,1,0,0,1,0,0
1308,2.0,48.0,0.0,202,11,1,1,0,0,0,1,0
1309,2.0,341.0,0.0,207,9,0,1,0,0,0,0,1
1310,2.0,315.0,12.0,30,2,1,1,0,0,1,0,0
1312,6.0,178.0,1.0,31,5,1,1,0,0,1,0,0
1314,1.0,369.0,22.0,17,2,1,1,0,0,0,1,0
1315,2.0,299.0,33.0,6,4,1,1,0,0,1,0,0
1316,1.0,0.0,1.0,6,4,1,0,1,0,0,0,0
1317,2.0,237.0,0.0,85,16,0,1,0,0,1,1,1
1318,3.0,26.0,41.0,28,8,1,1,0,0,0,0,0
1320,4.0,91.0,93.0,3,2,1,1,0,0,1,0,0
1323,4.0,102.0,0.0,84,4,1,1,0,0,1,0,0
1324,6.0,116.0,0.0,101,2,1,1,0,0,1,0,0
1325,1.0,228.0,0.0,200,9,1,1,0,0,1,0,0
1327,1.0,137.0,7.0,7,4,1,1,0,0,1,0,0
1328,2.0,75.0,109.0,18,3,1,1,0,0,0,1,0
1329,4.0,95.0,14.0,59,3,1,1,0,0,1,0,0
1330,4.0,221.0,0.0,51,1,1,1,0,0,1,0,0
1332,2.0,142.0,1.0,224,2,1,0,1,0,1,0,0
1335,2.0,0.0,0.0,132,7,1,0,1,0,0,1,0
1336,2.0,97.0,37.0,4,2,1,0,1,0,0,1,0
1337,5.0,59.0,0.0,10,4,0,1,0,0,1,1,1
1338,2.0,272.0,14.0,36,4,1,1,0,0,0,0,0
1339,3.0,54.0,11.0,29,3,1,0,1,0,1,0,0
1341,4.0,0.0,1.0,155,4,1,1,0,0,0,0,0
1346,2.0,403.0,0.0,77,7,1,1,0,0,0,0,0
1347,2.0,605.0,58.0,30,4,1,1,0,0,0,1,0
1348,2.0,242.0,0.0,8,2,1,1,0,0,0,0,0
1349,2.0,0.0,46.0,43,5,1,1,0,0,0,0,0
1351,5.0,79.0,3.0,23,18,1,1,0,0,1,0,0
1352,2.0,745.0,0.0,53,7,0,0,1,0,1,1,1
1354,1.0,297.0,26.0,128,7,1,1,0,0,1,1,0
1355,5.0,121.0,3.0,18,6,1,1,0,0,0,1,0
1356,2.0,447.0,0.0,64,30,1,1,0,0,1,1,0
1358,1.0,251.0,14.0,3,4,1,1,0,0,1,0,0
1359,7.0,0.0,0.0,172,4,0,1,0,0,0,0,1
1362,4.0,21.0,0.0,24,4,0,1,0,0,1,0,1
1363,3.0,289.0,0.0,177,13,1,0,1,0,1,0,0
1365,7.0,22.0,0.0,78,14,1,1,0,0,1,0,0
1367,1.0,415.0,2.0,3,1,1,0,1,0,1,0,0
1368,1.0,173.0,21.0,6,4,1,1,0,0,1,0,0
1369,2.0,229.0,82.0,18,6,1,1,0,0,0,1,0
1370,2.0,195.0,1.0,61,9,0,1,0,0,1,0,1
1371,1.0,99.0,5.0,10,1,1,1,0,0,0,0,0
1377,3.0,210.0,0.0,68,7,1,1,0,0,1,0,0
1378,8.0,143.0,2.0,4,2,1,0,1,0,1,0,0
1379,3.0,358.0,0.0,221,3,1,1,0,0,1,1,0
1380,4.0,168.0,0.0,6,4,1,1,0,0,1,0,0
1381,1.0,1.0,0.0,19,6,1,0,1,0,0,1,0
1384,2.0,0.0,24.0,13,2,0,1,0,0,0,0,1
1385,1.0,316.0,0.0,191,5,1,1,0,0,0,1,0
1386,9.0,196.0,12.0,43,2,1,1,0,0,1,1,0
1387,1.0,245.0,0.0,171,24,1,0,1,0,1,0,0
