,guest_size,message_length,total_reviews,lead_time,days_of_stay,replied,not_replied,contact_me,past_booker
660,1.0,286.0,1.0,10,24,1,0,1,1
662,6.0,119.0,0.0,20,5,1,0,1,0
663,1.0,402.0,0.0,63,7,0,1,1,0
664,2.0,300.0,97.0,60,3,1,0,1,0
665,2.0,157.0,1.0,4,6,1,0,0,0
666,2.0,156.0,1.0,107,2,1,0,1,0
667,6.0,220.0,0.0,56,22,1,0,1,0
668,4.0,193.0,0.0,48,8,0,1,1,0
669,2.0,174.0,0.0,198,5,1,0,1,0
670,1.0,508.0,0.0,195,9,1,0,1,0
671,1.0,268.0,18.0,55,3,1,0,1,1
672,2.0,200.0,0.0,4,5,1,0,1,0
673,2.0,18.0,1.0,18,4,1,0,1,0
674,4.0,333.0,16.0,27,5,1,0,1,0
675,2.0,18.0,0.0,25,5,1,0,1,1
676,10.0,174.0,0.0,42,4,1,0,1,0
678,2.0,204.0,46.0,6,4,1,0,0,0
679,1.0,22.0,2.0,4,16,1,0,1,0
680,3.0,50.0,0.0,93,2,1,0,1,0
682,2.0,254.0,6.0,211,8,1,0,1,0
683,1.0,280.0,0.0,183,31,0,1,1,0
684,2.0,0.0,0.0,72,6,1,0,0,0
685,2.0,51.0,16.0,50,15,1,0,1,1
686,4.0,506.0,0.0,25,32,1,0,1,0
687,3.0,529.0,4.0,91,4,1,0,1,0
688,2.0,0.0,3.0,4,4,1,0,0,0
689,3.0,113.0,14.0,185,10,1,0,0,1
690,1.0,211.0,6.0,113,3,1,0,1,0
691,5.0,60.0,0.0,14,5,1,0,1,1
692,4.0,205.0,0.0,1,2,1,0,1,1
695,6.0,265.0,2.0,275,5,0,1,1,0
697,2.0,410.0,28.0,7,3,1,0,0,0
698,4.0,261.0,6.0,26,8,1,0,1,0
699,2.0,442.0,139.0,51,6,1,0,0,1
700,2.0,533.0,24.0,21,3,1,0,1,1
701,2.0,134.0,0.0,63,4,1,0,1,0
702,1.0,51.0,1.0,18,10,1,0,1,0
703,2.0,0.0,0.0,52,13,1,0,0,0
705,4.0,185.0,0.0,121,2,1,0,1,1
706,1.0,8.0,4.0,90,4,1,0,0,0
708,6.0,279.0,2.0,203,7,1,0,1,0
709,3.0,202.0,1.0,83,3,1,0,0,0
710,3.0,312.0,2.0,23,5,1,0,0,0
711,1.0,264.0,10.0,52,3,1,0,1,1
712,4.0,65.0,0.0,136,6,1,0,1,0
713,2.0,114.0,0.0,13,4,1,0,1,0
714,4.0,228.0,31.0,98,10,1,0,0,1
715,6.0,267.0,3.0,268,4,1,0,1,0
716,5.0,71.0,1.0,209,7,1,0,1,0
717,1.0,402.0,21.0,19,7,1,0,1,0
718,2.0,404.0,44.0,0,3,1,0,1,1
719,1.0,288.0,16.0,0,1,1,0,0,1
720,6.0,257.0,1.0,44,2,1,0,1,0
721,2.0,451.0,1.0,106,14,1,0,0,0
722,2.0,330.0,24.0,37,2,1,0,0,0
723,4.0,0.0,0.0,156,2,0,1,0,0
724,3.0,277.0,0.0,163,10,1,0,1,0
725,2.0,84.0,0.0,28,5,1,0,0,1
727,1.0,109.0,0.0,107,10,1,0,1,0
728,4.0,0.0,0.0,159,4,1,0,0,0
729,3.0,0.0,25.0,119,2,1,0,0,0
730,3.0,204.0,10.0,202,7,1,0,0,0
731,4.0,247.0,0.0,115,5,1,0,0,1
732,3.0,266.0,0.0,24,5,1,0,1,0
733,1.0,361.0,0.0,7,2,1,0,1,0
734,2.0,112.0,10.0,80,3,1,0,1,0
735,5.0,317.0,57.0,93,3,1,0,1,0
738,1.0,154.0,67.0,22,62,1,0,1,0
739,4.0,147.0,9.0,33,14,1,0,1,0
740,4.0,118.0,4.0,1,3,1,0,1,1
742,2.0,142.0,0.0,177,3,1,0,0,1
743,1.0,286.0,0.0,89,2,1,0,1,1
744,2.0,35.0,0.0,7,3,1,0,1,0
745,3.0,122.0,0.0,68,11,1,0,1,0
747,4.0,155.0,8.0,64,13,1,0,1,0
748,4.0,271.0,58.0,57,4,1,0,1,0
749,10.0,213.0,0.0,83,6,1,0,1,0
750,10.0,71.0,0.0,118,3,1,0,1,0
752,4.0,274.0,0.0,192,11,1,0,1,0
753,1.0,219.0,0.0,110,29,0,1,0,1
754,3.0,280.0,58.0,35,5,1,0,0,1
755,4.0,0.0,94.0,2,3,1,0,0,0
756,1.0,469.0,0.0,178,3,1,0,0,0
757,5.0,94.0,3.0,38,3,1,0,1,1
758,12.0,153.0,4.0,151,40,1,0,1,0
759,1.0,1113.0,4.0,6,28,1,0,0,1
760,2.0,231.0,1.0,35,4,1,0,0,1
761,2.0,35.0,27.0,17,5,1,0,1,0
762,1.0,161.0,2.0,88,6,1,0,1,0
763,4.0,141.0,0.0,81,10,1,0,1,0
764,3.0,593.0,9.0,0,11,1,0,1,0
765,8.0,388.0,0.0,60,30,1,0,1,0
766,5.0,0.0,58.0,301,9,1,0,0,0
770,2.0,68.0,0.0,42,3,0,1,0,1
771,4.0,120.0,4.0,16,3,1,0,1,0
772,1.0,193.0,0.0,19,1,1,0,1,0
773,2.0,61.0,2.0,25,5,1,0,1,0
774,4.0,776.0,3.0,205,21,1,0,1,0
775,4.0,104.0,1.0,20,5,1,0,1,0
776,1.0,95.0,1.0,28,1,1,0,1,0
777,6.0,152.0,5.0,51,7,1,0,1,1
778,2.0,56.0,13.0,7,6,1,0,0,0
779,4.0,255.0,0.0,196,14,1,0,1,0
780,1.0,198.0,0.0,22,4,0,1,1,0
781,2.0,38.0,1.0,1,1,0,1,1,1
782,2.0,124.0,1.0,204,3,0,1,1,0
783,8.0,286.0,1.0,38,16,1,0,1,0
784,1.0,56.0,0.0,21,5,1,0,1,0
785,2.0,0.0,0.0,138,3,0,1,0,0
786,4.0,219.0,0.0,68,10,1,0,1,0
787,2.0,0.0,0.0,208,3,1,0,0,0
789,2.0,81.0,2.0,203,5,1,0,1,1
790,2.0,391.0,0.0,25,4,1,0,1,0
793,1.0,190.0,0.0,172,12,1,0,1,1
794,4.0,277.0,0.0,16,7,1,0,1,1
795,3.0,204.0,0.0,105,17,1,0,0,0
797,2.0,248.0,61.0,121,4,1,0,1,1
799,2.0,437.0,0.0,87,5,1,0,0,1
800,2.0,0.0,0.0,133,2,1,0,0,0
801,1.0,425.0,0.0,6,13,0,1,1,1
802,1.0,359.0,10.0,106,15,1,0,0,1
804,1.0,202.0,10.0,3,3,1,0,0,1
807,2.0,123.0,0.0,198,5,1,0,0,1
808,2.0,479.0,45.0,84,8,1,0,1,1
809,6.0,311.0,0.0,27,8,1,0,1,0
810,4.0,362.0,77.0,183,13,1,0,1,0
811,1.0,64.0,0.0,198,4,0,1,1,1
813,7.0,210.0,0.0,185,3,1,0,1,1
814,2.0,353.0,11.0,131,9,1,0,1,1
815,4.0,0.0,16.0,187,7,1,0,0,0
816,3.0,251.0,1.0,71,2,1,0,1,0
817,2.0,0.0,9.0,16,4,1,0,0,0
818,6.0,247.0,9.0,141,7,0,1,1,1
820,1.0,87.0,1.0,24,30,1,0,1,0
821,1.0,397.0,7.0,175,7,1,0,1,0
822,4.0,243.0,6.0,1,2,1,0,0,0
823,5.0,0.0,1.0,192,5,1,0,0,1
824,2.0,0.0,0.0,16,4,0,1,0,0
825,1.0,265.0,28.0,6,5,1,0,1,0
828,4.0,86.0,0.0,197,5,1,0,1,0
829,2.0,330.0,9.0,44,25,1,0,1,0
830,4.0,145.0,4.0,131,8,1,0,1,0
832,3.0,677.0,0.0,133,12,1,0,1,1
833,2.0,80.0,0.0,129,19,0,1,1,0
836,4.0,145.0,0.0,56,9,1,0,0,0
837,3.0,412.0,0.0,147,5,1,0,1,0
838,4.0,152.0,11.0,75,10,1,0,1,0
839,2.0,790.0,0.0,195,9,1,0,1,0
840,1.0,109.0,0.0,130,1,1,0,0,1
841,6.0,0.0,76.0,41,4,0,1,0,0
842,6.0,8.0,1.0,29,4,1,0,0,0
843,3.0,259.0,0.0,75,13,1,0,1,1
844,2.0,58.0,0.0,86,7,1,0,1,0
846,1.0,1221.0,0.0,38,3,1,0,1,0
847,2.0,316.0,2.0,207,7,1,0,1,1
849,2.0,255.0,3.0,40,4,1,0,1,0
850,3.0,60.0,0.0,43,5,1,0,0,1
853,2.0,4.0,0.0,132,3,1,0,0,0
855,3.0,209.0,1.0,153,7,1,0,0,0
857,3.0,247.0,0.0,199,2,1,0,1,0
858,1.0,534.0,16.0,168,9,1,0,0,1
860,2.0,307.0,3.0,68,5,1,0,1,0
862,6.0,89.0,3.0,68,8,1,0,0,0
863,5.0,293.0,2.0,70,25,1,0,1,0
864,4.0,77.0,1.0,26,4,1,0,0,1
865,1.0,672.0,0.0,159,15,0,1,1,1
866,2.0,250.0,84.0,44,4,1,0,1,0
867,2.0,0.0,55.0,137,2,1,0,0,1
870,5.0,0.0,0.0,107,11,1,0,0,0
871,3.0,338.0,7.0,44,2,1,0,1,0
873,1.0,132.0,1.0,13,14,1,0,1,0
874,5.0,44.0,0.0,60,5,1,0,0,0
875,2.0,235.0,0.0,95,7,1,0,1,0
877,1.0,391.0,0.0,23,31,1,0,1,1
878,4.0,58.0,11.0,22,5,1,0,1,0
879,1.0,204.0,1.0,37,18,1,0,1,0
880,5.0,132.0,0.0,11,1,1,0,1,0
881,10.0,45.0,100.0,106,6,1,0,1,0
882,2.0,0.0,5.0,178,7,1,0,0,1
883,1.0,55.0,0.0,213,3,0,1,0,0
884,2.0,59.0,0.0,162,2,1,0,1,0
886,1.0,287.0,0.0,133,7,0,1,1,0
887,3.0,150.0,0.0,29,4,1,0,1,0
888,1.0,262.0,58.0,50,6,1,0,0,0
890,6.0,360.0,30.0,32,9,1,0,1,0
891,2.0,166.0,88.0,103,6,1,0,0,1
892,2.0,184.0,0.0,1,6,1,0,0,1
893,2.0,567.0,0.0,16,7,0,1,1,1
894,2.0,142.0,2.0,205,2,1,0,1,0
895,1.0,225.0,1.0,0,5,1,0,1,1
896,4.0,75.0,0.0,12,7,1,0,1,0
897,4.0,0.0,5.0,213,3,1,0,0,0
898,2.0,252.0,4.0,4,1,1,0,0,1
900,1.0,46.0,7.0,1,2,1,0,0,0
902,5.0,146.0,0.0,66,11,1,0,0,0
906,2.0,154.0,2.0,62,9,0,1,1,0
907,1.0,181.0,1.0,23,5,1,0,1,0
908,4.0,417.0,0.0,189,13,1,0,1,1
909,1.0,0.0,17.0,199,2,1,0,0,0
910,2.0,263.0,4.0,6,3,1,0,0,0
913,2.0,238.0,29.0,240,6,1,0,0,1
914,1.0,197.0,29.0,0,4,1,0,0,1
915,4.0,279.0,0.0,72,9,1,0,1,0
916,4.0,308.0,2.0,163,4,1,0,1,1
917,4.0,170.0,7.0,208,3,1,0,1,0
918,1.0,605.0,1.0,28,4,1,0,1,0
919,4.0,456.0,8.0,216,6,1,0,1,0
920,6.0,327.0,0.0,214,3,1,0,1,0
921,6.0,411.0,1.0,72,23,1,0,1,0
922,1.0,0.0,38.0,167,4,0,1,0,1
923,1.0,125.0,109.0,25,3,1,0,1,1
924,1.0,300.0,1.0,44,3,1,0,1,0
925,3.0,176.0,13.0,3,4,1,0,1,1
926,3.0,397.0,0.0,38,8,1,0,0,1
927,3.0,273.0,0.0,112,6,1,0,1,0
928,7.0,101.0,0.0,60,2,1,0,1,0
930,1.0,911.0,2.0,204,21,1,0,1,0
931,1.0,97.0,0.0,44,20,1,0,1,1
932,1.0,260.0,3.0,3,3,1,0,0,1
933,10.0,141.0,6.0,8,2,1,0,1,0
934,1.0,204.0,3.0,30,7,1,0,0,1
935,1.0,242.0,0.0,79,19,1,0,1,0
936,2.0,138.0,0.0,179,11,1,0,0,0
937,3.0,119.0,0.0,39,1,0,1,1,0
938,2.0,68.0,0.0,20,4,1,0,1,0
941,2.0,0.0,2.0,109,14,0,1,0,0
942,3.0,183.0,0.0,11,3,0,1,0,0
944,4.0,37.0,0.0,36,9,1,0,0,0
945,2.0,0.0,3.0,175,5,1,0,0,0
946,2.0,70.0,1.0,31,5,1,0,1,1
948,5.0,127.0,9.0,209,2,1,0,1,0
949,2.0,283.0,14.0,70,4,1,0,1,1
950,4.0,168.0,0.0,65,10,1,0,1,1
951,5.0,60.0,1.0,24,10,0,1,1,0
952,5.0,345.0,0.0,15,3,1,0,0,1
953,4.0,173.0,0.0,15,5,1,0,1,0
954,2.0,420.0,0.0,204,3,0,1,1,0
955,10.0,478.0,34.0,42,2,1,0,0,1
956,2.0,80.0,0.0,72,1,1,0,0,1
957,4.0,280.0,1.0,13,2,1,0,1,1
958,10.0,163.0,3.0,198,10,1,0,1,0
959,8.0,297.0,0.0,12,5,0,1,1,0
960,1.0,363.0,34.0,43,4,1,0,1,0
961,2.0,91.0,16.0,1,2,1,0,0,1
963,2.0,187.0,0.0,169,8,1,0,1,1
964,6.0,131.0,0.0,131,17,1,0,1,1
965,2.0,90.0,12.0,0,6,1,0,0,1
966,1.0,75.0,27.0,82,5,1,0,1,0
967,3.0,279.0,0.0,25,1,1,0,1,1
968,4.0,295.0,0.0,97,5,1,0,1,0
969,3.0,222.0,15.0,12,7,1,0,1,0
972,1.0,109.0,0.0,51,21,1,0,1,0
973,5.0,235.0,16.0,28,7,1,0,1,0
974,2.0,133.0,0.0,74,5,1,0,1,0
976,5.0,779.0,26.0,285,11,1,0,1,0
977,5.0,591.0,0.0,107,7,1,0,1,0
978,6.0,58.0,1.0,209,12,1,0,1,0
980,8.0,112.0,0.0,26,5,1,0,1,0
982,1.0,117.0,0.0,52,3,1,0,0,0
983,1.0,1478.0,49.0,18,6,1,0,1,1
984,3.0,0.0,19.0,7,5,1,0,0,1
985,2.0,264.0,0.0,45,1,1,0,1,0
987,2.0,332.0,4.0,24,3,1,0,0,1
988,3.0,244.0,0.0,125,5,1,0,1,0
989,3.0,246.0,0.0,63,4,1,0,1,1
991,6.0,464.0,2.0,146,2,1,0,1,0
994,5.0,272.0,5.0,162,3,1,0,1,0
995,6.0,0.0,6.0,3,4,1,0,0,0
997,5.0,136.0,0.0,69,1,0,1,0,0
998,2.0,0.0,28.0,9,2,1,0,0,0
999,3.0,28.0,0.0,7,4,1,0,1,0
1000,5.0,154.0,139.0,223,8,1,0,1,0
1001,2.0,133.0,47.0,3,22,1,0,1,0
1002,2.0,48.0,0.0,202,11,1,0,0,1
1003,2.0,341.0,0.0,207,9,0,1,0,0
1004,2.0,315.0,12.0,30,2,1,0,1,0
1005,6.0,178.0,1.0,31,5,1,0,1,0
1007,1.0,369.0,22.0,17,2,1,0,0,1
1008,2.0,299.0,33.0,6,4,1,0,1,0
1009,1.0,0.0,1.0,6,4,1,0,0,0
1010,2.0,237.0,0.0,85,16,0,1,1,1
1011,3.0,26.0,41.0,28,8,1,0,0,0
1012,4.0,91.0,93.0,3,2,1,0,1,0
1015,4.0,102.0,0.0,84,4,1,0,1,0
1016,6.0,116.0,0.0,101,2,1,0,1,0
1017,1.0,228.0,0.0,200,9,1,0,1,0
1019,1.0,137.0,7.0,7,4,1,0,1,0
1020,2.0,75.0,109.0,18,3,1,0,0,1
1021,4.0,95.0,14.0,59,3,1,0,1,0
1022,4.0,221.0,0.0,51,1,1,0,1,0
1023,2.0,142.0,1.0,224,2,1,0,1,0
1025,2.0,0.0,0.0,132,7,1,0,0,1
1026,2.0,97.0,37.0,4,2,1,0,0,1
1027,5.0,59.0,0.0,10,4,0,1,1,1
1028,2.0,272.0,14.0,36,4,1,0,0,0
1029,3.0,54.0,11.0,29,3,1,0,1,0
1030,4.0,0.0,1.0,155,4,1,0,0,0
1031,2.0,403.0,0.0,77,7,1,0,0,0
1032,2.0,605.0,58.0,30,4,1,0,0,1
1033,2.0,242.0,0.0,8,2,1,0,0,0
1034,2.0,0.0,46.0,43,5,1,0,0,0
1035,5.0,79.0,3.0,23,18,1,0,1,0
1036,2.0,745.0,0.0,53,7,0,1,1,1
1037,1.0,297.0,26.0,128,7,1,0,1,1
1038,5.0,121.0,3.0,18,6,1,0,0,1
1039,2.0,447.0,0.0,64,30,1,0,1,1
1041,1.0,251.0,14.0,3,4,1,0,1,0
1042,7.0,0.0,0.0,172,4,0,1,0,0
1043,4.0,21.0,0.0,24,4,0,1,1,0
1044,3.0,289.0,0.0,177,13,1,0,1,0
1045,7.0,22.0,0.0,78,14,1,0,1,0
1046,1.0,415.0,2.0,3,1,1,0,1,0
1047,1.0,173.0,21.0,6,4,1,0,1,0
1048,2.0,229.0,82.0,18,6,1,0,0,1
1049,2.0,195.0,1.0,61,9,0,1,1,0
1050,1.0,99.0,5.0,10,1,1,0,0,0
1054,3.0,210.0,0.0,68,7,1,0,1,0
1055,8.0,143.0,2.0,4,2,1,0,1,0
1056,3.0,358.0,0.0,221,3,1,0,1,1
1057,4.0,168.0,0.0,6,4,1,0,1,0
1058,1.0,1.0,0.0,19,6,1,0,0,1
1060,2.0,0.0,24.0,13,2,0,1,0,0
1061,1.0,316.0,0.0,191,5,1,0,0,1
1062,9.0,196.0,12.0,43,2,1,0,1,1
1063,1.0,245.0,0.0,171,24,1,0,1,0
1064,1.0,162.0,0.0,3,3,1,0,1,0
1065,2.0,27.0,78.0,132,3,1,0,0,1
1066,2.0,0.0,2.0,200,3,1,0,0,0
1068,3.0,163.0,0.0,23,3,1,0,0,0
1069,2.0,65.0,0.0,74,3,1,0,1,1
1071,4.0,106.0,0.0,196,2,1,0,1,0
1072,10.0,139.0,1.0,48,3,1,0,1,0
1073,2.0,274.0,5.0,0,7,1,0,1,0
1074,2.0,204.0,1.0,50,9,1,0,1,0
1075,4.0,96.0,15.0,19,4,1,0,1,1
1076,1.0,52.0,1.0,4,31,1,0,0,1
1078,4.0,54.0,33.0,115,4,1,0,1,1
1079,1.0,251.0,0.0,106,2,1,0,1,1
1080,2.0,88.0,1.0,4,3,1,0,0,1
1081,3.0,13.0,0.0,25,6,1,0,1,0
1082,6.0,125.0,4.0,5,8,1,0,0,0
1083,1.0,290.0,4.0,4,4,1,0,0,0
1085,4.0,0.0,12.0,101,14,1,0,0,0
1086,1.0,186.0,1.0,8,32,1,0,1,0
1087,1.0,533.0,0.0,41,4,1,0,1,0
1088,5.0,265.0,0.0,132,17,1,0,1,0
1089,2.0,0.0,38.0,87,8,0,1,0,0
1090,2.0,127.0,38.0,145,11,1,0,1,1
1092,2.0,183.0,0.0,69,6,0,1,1,0
1093,6.0,78.0,0.0,28,4,1,0,1,0
1094,2.0,113.0,12.0,177,3,1,0,0,1
1095,1.0,171.0,1.0,0,3,1,0,1,0
1096,1.0,87.0,0.0,170,14,1,0,0,0
1098,4.0,113.0,1.0,201,6,1,0,1,0
1099,1.0,0.0,1.0,72,2,0,1,0,1
1100,2.0,257.0,0.0,69,1,1,0,0,1
1101,2.0,139.0,46.0,6,2,1,0,1,0
1102,2.0,158.0,2.0,72,2,1,0,1,0
1103,3.0,170.0,0.0,15,5,1,0,1,1
1104,4.0,61.0,0.0,44,27,1,0,1,0
1105,1.0,0.0,39.0,166,2,1,0,0,1
1106,2.0,459.0,37.0,95,5,1,0,1,1
1107,4.0,115.0,1.0,84,9,1,0,0,0
1108,2.0,38.0,1.0,13,1,1,0,1,1
1109,1.0,148.0,0.0,0,1,1,0,0,0
1110,3.0,473.0,30.0,25,8,1,0,0,0
1111,4.0,0.0,33.0,186,1,1,0,0,1
1112,2.0,72.0,0.0,217,1,1,0,0,0
1113,2.0,120.0,0.0,8,2,1,0,0,1
1114,4.0,344.0,0.0,26,5,1,0,1,1
1115,1.0,244.0,0.0,54,87,1,0,1,0
1116,1.0,349.0,1.0,181,10,1,0,1,0
1117,4.0,125.0,4.0,1,3,1,0,1,1
1118,6.0,55.0,1.0,249,3,1,0,1,0
1119,2.0,57.0,15.0,138,3,1,0,1,0
1120,3.0,90.0,5.0,127,7,1,0,1,0
1121,3.0,90.0,5.0,113,4,1,0,0,1
1122,1.0,140.0,0.0,49,274,1,0,1,0
1123,4.0,0.0,34.0,19,3,1,0,0,1
1125,4.0,0.0,4.0,8,3,1,0,0,1
1126,2.0,558.0,10.0,16,7,1,0,1,1
1127,6.0,190.0,0.0,185,30,1,0,1,1
1129,4.0,62.0,0.0,142,3,1,0,1,1
1130,2.0,144.0,22.0,0,5,1,0,1,1
1131,3.0,130.0,4.0,6,14,1,0,1,1
1134,3.0,393.0,13.0,47,5,1,0,0,0
1135,2.0,28.0,0.0,2,2,1,0,0,1
1136,4.0,340.0,3.0,105,3,1,0,1,0
1137,5.0,0.0,12.0,7,3,1,0,0,0
1138,2.0,174.0,0.0,3,5,1,0,0,0
1139,1.0,347.0,0.0,2,4,1,0,1,0
1141,1.0,41.0,5.0,2,4,1,0,0,1
1142,3.0,143.0,24.0,388,10,1,0,1,0
1145,1.0,205.0,3.0,29,2,1,0,1,1
1146,1.0,243.0,1.0,1,2,0,1,1,0
1147,4.0,0.0,5.0,218,2,1,0,0,1
1149,5.0,267.0,1.0,228,4,1,0,0,0
1150,2.0,176.0,0.0,27,4,1,0,1,0
1151,2.0,387.0,12.0,7,10,1,0,0,1
1152,6.0,239.0,0.0,150,2,0,1,1,0
1153,4.0,145.0,0.0,121,11,1,0,1,0
1154,4.0,120.0,0.0,135,1,1,0,1,0
1156,2.0,492.0,0.0,1,5,1,0,1,1
1157,2.0,275.0,1.0,188,13,1,0,1,0
1158,4.0,207.0,1.0,199,5,1,0,1,0
1159,2.0,103.0,10.0,4,7,1,0,1,0
1160,3.0,176.0,5.0,217,3,1,0,1,1
1161,1.0,113.0,1.0,28,3,1,0,1,0
1162,3.0,413.0,13.0,61,9,1,0,1,0
1163,2.0,204.0,0.0,23,6,1,0,0,1
1164,2.0,145.0,0.0,82,10,0,1,1,0
1165,2.0,169.0,10.0,192,3,1,0,0,1
1166,2.0,120.0,37.0,17,3,1,0,0,1
1167,1.0,632.0,0.0,150,6,1,0,0,0
1168,2.0,362.0,0.0,168,3,0,1,0,1
1169,2.0,282.0,1.0,31,10,1,0,1,0
1170,4.0,272.0,0.0,184,10,1,0,1,0
1171,2.0,0.0,7.0,15,3,1,0,0,1
1172,2.0,36.0,60.0,27,5,1,0,1,0
1174,1.0,119.0,27.0,3,6,1,0,1,1
1176,3.0,105.0,0.0,6,5,1,0,1,0
1177,6.0,131.0,2.0,31,4,1,0,1,0
1178,2.0,183.0,0.0,214,4,1,0,0,1
1179,3.0,0.0,3.0,0,4,1,0,0,0
1180,1.0,410.0,0.0,192,5,1,0,1,0
1181,3.0,270.0,2.0,195,3,1,0,1,1
1182,2.0,176.0,12.0,37,3,1,0,1,0
1183,2.0,54.0,6.0,199,8,0,1,1,0
1185,2.0,525.0,3.0,185,5,1,0,1,1
1187,5.0,159.0,0.0,31,9,0,1,1,0
1188,1.0,138.0,0.0,8,2,0,1,1,1
1189,6.0,7.0,7.0,14,4,1,0,1,0
1190,1.0,221.0,0.0,211,3,1,0,1,0
1191,3.0,86.0,3.0,160,2,1,0,1,0
1193,6.0,353.0,0.0,51,7,1,0,1,1
1196,2.0,140.0,4.0,2,2,1,0,0,0
1197,3.0,138.0,31.0,10,4,1,0,1,0
1198,2.0,121.0,1.0,19,6,1,0,1,0
1200,4.0,9.0,0.0,117,5,1,0,0,1
1201,1.0,92.0,0.0,39,19,0,1,1,0
1202,4.0,14.0,1.0,153,13,1,0,0,0
1203,2.0,303.0,0.0,34,5,1,0,0,1
1204,2.0,102.0,37.0,232,4,1,0,0,0
1205,4.0,405.0,0.0,79,3,1,0,0,1
1206,1.0,8.0,0.0,133,6,1,0,0,0
1207,10.0,169.0,9.0,21,4,0,1,1,0
1208,2.0,129.0,2.0,139,5,1,0,1,0
1209,2.0,225.0,0.0,142,4,1,0,1,1
1210,2.0,147.0,0.0,243,3,1,0,1,1
1211,4.0,245.0,1.0,25,4,1,0,1,0
1212,2.0,184.0,5.0,55,3,1,0,0,1
1213,2.0,140.0,4.0,5,5,0,1,0,1
1214,4.0,340.0,2.0,200,3,1,0,1,0
1215,1.0,396.0,24.0,12,24,1,0,1,1
1216,1.0,655.0,8.0,78,2,1,0,1,0
1217,2.0,0.0,14.0,101,2,1,0,0,1
1218,1.0,226.0,5.0,27,4,1,0,1,1
1220,5.0,325.0,0.0,28,3,1,0,1,1
1221,2.0,0.0,0.0,122,9,0,1,0,1
1222,1.0,0.0,0.0,107,3,1,0,0,1
1223,1.0,0.0,4.0,5,1,1,0,0,0
1224,1.0,324.0,1.0,1,2,1,0,1,1
1225,1.0,188.0,0.0,195,2,0,1,1,0
1226,2.0,141.0,0.0,132,6,1,0,1,0
1228,1.0,249.0,19.0,92,2,1,0,1,0
1232,1.0,202.0,32.0,5,3,1,0,0,0
1233,3.0,356.0,0.0,24,5,1,0,1,0
1234,2.0,303.0,0.0,147,4,0,1,0,0
1235,2.0,23.0,12.0,116,4,1,0,0,1
1236,4.0,163.0,0.0,202,9,1,0,1,0
1237,1.0,315.0,1.0,137,23,1,0,0,1
1238,2.0,184.0,19.0,215,7,1,0,1,0
1239,2.0,48.0,0.0,88,2,1,0,0,1
1240,4.0,46.0,9.0,156,6,1,0,0,0
1243,1.0,263.0,8.0,0,7,1,0,0,1
1244,3.0,0.0,3.0,175,7,0,1,0,0
1245,2.0,619.0,1.0,5,30,1,0,1,0
1246,4.0,0.0,0.0,189,20,1,0,0,0
1247,2.0,30.0,2.0,9,5,1,0,1,0
1248,1.0,133.0,0.0,32,7,0,1,1,1
1249,3.0,341.0,0.0,87,3,1,0,0,1
1250,4.0,177.0,0.0,213,12,1,0,1,0
1251,8.0,498.0,0.0,70,20,1,0,0,1
1252,6.0,381.0,8.0,191,8,1,0,0,0
1253,2.0,230.0,1.0,119,15,1,0,1,0
1256,1.0,2.0,2.0,1,1,1,0,0,1
1257,1.0,0.0,0.0,186,17,0,1,0,0
1259,2.0,616.0,0.0,215,8,1,0,1,0
1260,1.0,247.0,5.0,0,2,1,0,1,0
1261,1.0,4.0,39.0,0,2,1,0,0,1
1262,5.0,39.0,3.0,99,4,1,0,0,0
1263,1.0,82.0,0.0,21,10,1,0,1,0
1264,4.0,287.0,20.0,8,1,1,0,1,0
1265,3.0,107.0,38.0,47,7,1,0,1,0
1266,2.0,78.0,1.0,25,5,1,0,1,0
1267,1.0,304.0,0.0,164,86,1,0,0,0
1268,2.0,91.0,51.0,0,3,1,0,0,1
1269,2.0,196.0,0.0,4,1,1,0,0,1
1270,3.0,224.0,5.0,204,5,1,0,0,0
1271,3.0,83.0,0.0,68,8,1,0,1,1
1272,2.0,463.0,69.0,57,5,1,0,1,0
1274,8.0,191.0,1.0,17,3,1,0,1,1
1275,5.0,324.0,0.0,202,3,1,0,1,0
1277,2.0,115.0,0.0,3,2,1,0,1,1
1279,1.0,61.0,0.0,11,2,0,1,1,0
1280,2.0,337.0,1.0,203,3,1,0,1,0
1282,6.0,144.0,4.0,23,5,1,0,0,0
1284,2.0,294.0,61.0,8,6,1,0,0,0
1285,1.0,226.0,1.0,90,8,1,0,1,0
1286,6.0,11.0,0.0,133,1,1,0,1,0
1287,1.0,214.0,2.0,35,166,1,0,1,0
1288,3.0,0.0,6.0,3,5,1,0,0,0
1289,4.0,91.0,1.0,19,5,1,0,1,1
1291,4.0,0.0,0.0,147,2,1,0,0,0
1292,2.0,353.0,6.0,215,6,1,0,0,1
1293,1.0,227.0,1.0,1,4,0,1,1,0
1294,8.0,111.0,5.0,27,5,1,0,1,0
1296,3.0,860.0,0.0,80,20,0,1,0,1
1298,2.0,715.0,0.0,32,7,1,0,0,0
1299,5.0,432.0,0.0,180,3,1,0,1,0
1300,2.0,618.0,0.0,13,8,1,0,1,0
1301,2.0,371.0,0.0,175,11,1,0,1,0
1303,1.0,228.0,2.0,5,3,1,0,1,0
1304,3.0,219.0,12.0,31,13,1,0,1,1
1305,4.0,158.0,35.0,71,20,1,0,1,0
1306,5.0,49.0,1.0,13,11,1,0,1,0
